Old_Value,KOT_No_,New_Value,Price,Modified_After_In_Minutes,User_year,User_month,User_day,User_hour,Order_Type_year,Order_Type_month,Order_Type_day,Order_Type_hour,Item_Modified_Date_year,Item_Modified_Date_month,Item_Modified_Date_day,Item_Modified_Date_hour,KOT_Item_Status_year,KOT_Item_Status_month,KOT_Item_Status_day,KOT_Item_Status_hour,Status_year,Status_month,Status_day,Status_hour,Item_Name_year,Item_Name_month,Item_Name_day,Item_Name_hour,Created_year,Created_month,Created_day,Created_hour,Reason_year,Reason_month,Reason_day,Reason_hour
-0.6198437933094333,-1.3384807593415067,-0.4409578603152576,-0.1343337311682955,0.8466196187656653,,,,,,,,,2024,10,2,14,,,,,,,,,,,,,2024,10,2,13,,,,
-0.6198437933094333,-0.522664340815998,-0.4409578603152576,0.1490205837327887,0.3758922505581434,,,,,,,,,2024,10,2,15,,,,,,,,,,,,,2024,10,2,14,,,,
-0.6198437933094333,-0.182740833097036,-0.4409578603152576,0.1490205837327887,-0.4569523287135169,,,,,,,,,2024,10,2,15,,,,,,,,,,,,,2024,10,2,15,,,,
-0.6198437933094333,0.7496207880749739,-0.4409578603152576,-0.35312630343368967,-0.5440016053393087,,,,,,,,,2024,10,2,20,,,,,,,,,,,,,2024,10,2,20,,,,
0.07292279921287459,1.2255136988815205,0.5870420594381036,-0.2598704529599151,-0.07513580800121811,,,,,,,,,2024,10,2,22,,,,,,,,,,,,,2024,10,2,21,,,,
-0.6198437933094333,1.2255136988815205,-0.4409578603152576,-0.2598704529599151,-0.4046199595706254,,,,,,,,,2024,10,2,21,,,,,,,,,,,,,2024,10,2,21,,,,
-0.6198437933094333,1.4391799037334396,-0.4409578603152576,0.47900282387076015,-0.4807915496981736,,,,,,,,,2024,10,2,22,,,,,,,,,,,,,2024,10,2,21,,,,
-0.6198437933094333,1.8082397121140268,-0.4409578603152576,-0.37106012083249246,-0.4729284966228148,,,,,,,,,2024,10,2,23,,,,,,,,,,,,,2024,10,2,23,,,,
-0.6198437933094333,-1.2025113562539218,-0.4409578603152576,0.1490205837327887,0.10314433354662535,,,,,,,,,2024,10,3,15,,,,,,,,,,,,,2024,10,3,14,,,,
-0.6198437933094333,-1.2025113562539218,-0.4409578603152576,-0.3136719051563235,0.10314433354662535,,,,,,,,,2024,10,3,15,,,,,,,,,,,,,2024,10,3,14,,,,
-0.6198437933094333,-1.2025113562539218,-0.4409578603152576,0.1490205837327887,0.10314433354662535,,,,,,,,,2024,10,3,15,,,,,,,,,,,,,2024,10,3,14,,,,
-0.6198437933094333,0.10862217351921707,-0.4409578603152576,0.13467352981374645,-0.03230578568437861,,,,,,,,,2024,10,3,22,,,,,,,,,,,,,2024,10,3,21,,,,
0.07292279921287459,0.43883358101763725,0.5870420594381036,-0.18454841988494333,-0.17841131429488827,,,,,,,,,2024,10,3,23,,,,,,,,,,,,,2024,10,3,22,,,,
2.1512225767797983,0.5650908838846802,3.6710418186981872,-0.18454841988494333,-0.35784451839618536,,,,,,,,,2024,10,3,23,,,,,,,,,,,,,2024,10,3,22,,,,
0.07292279921287459,0.5845150843257638,-0.4409578603152576,0.09880589501614086,-0.3747514717401989,,,,,,,,,2024,10,3,23,,,,,,,,,,,,,2024,10,3,22,,,,
-0.6198437933094333,-1.19279925603338,-0.4409578603152576,-0.3136719051563235,-0.38054456914730955,,,,,,,,,2024,10,4,14,,,,,,,,,,,,,2024,10,4,13,,,,
-0.6198437933094333,-0.648921643683041,-0.4409578603152576,0.1490205837327887,-0.4990877350343,,,,,,,,,2024,10,4,20,,,,,,,,,,,,,2024,10,4,20,,,,
-0.6198437933094333,-0.037059329788909474,-0.4409578603152576,0.1490205837327887,-0.5372916148174036,,,,,,,,,2024,10,4,21,,,,,,,,,,,,,2024,10,4,21,,,,
-0.6198437933094333,0.021213271534341147,-0.4409578603152576,-0.04466464417428152,-0.39535378218323264,,,,,,,,,2024,10,4,21,,,,,,,,,,,,,2024,10,4,21,,,,
-0.6198437933094333,0.021213271534341147,-0.4409578603152576,-0.3602998303932108,-0.39535378218323264,,,,,,,,,2024,10,4,21,,,,,,,,,,,,,2024,10,4,21,,,,
0.07292279921287459,0.7593328882955156,0.5870420594381036,-0.2885645607979996,-0.5446962213353652,,,,,,,,,2024,10,4,23,,,,,,,,,,,,,2024,10,4,23,,,,
-0.6198437933094333,-1.2219355566950054,-0.4409578603152576,0.5435645665064502,-0.27611600030018574,,,,,,,,,2024,10,5,13,,,,,,,,,,,,,2024,10,5,13,,,,
-0.6198437933094333,-0.8431636480938763,-0.4409578603152576,-0.1450940216075772,-0.5697023971933967,,,,,,,,,2024,10,5,14,,,,,,,,,,,,,2024,10,5,14,,,,
-0.6198437933094333,-0.8431636480938763,-0.4409578603152576,-0.15944107552661943,-0.5697023971933967,,,,,,,,,2024,10,5,14,,,,,,,,,,,,,2024,10,5,14,,,,
-0.6198437933094333,-0.2701497350819119,-0.4409578603152576,0.1490205837327887,-0.5734116466123381,,,,,,,,,2024,10,5,19,,,,,,,,,,,,,2024,10,5,19,,,,
-0.6198437933094333,-0.2701497350819119,-0.4409578603152576,-0.15944107552661943,-0.5734116466123381,,,,,,,,,2024,10,5,19,,,,,,,,,,,,,2024,10,5,19,,,,
-0.6198437933094333,1.2060894984404371,-0.4409578603152576,-0.3567130669134502,0.017942735470343536,,,,,,,,,2024,10,5,23,,,,,,,,,,,,,2024,10,5,23,,,,
-0.6198437933094333,-0.1536045324354107,-0.4409578603152576,-0.3602998303932108,-0.2858406242449758,,,,,,,,,2024,10,6,19,,,,,,,,,,,,,2024,10,6,19,,,,
0.07292279921287459,0.5359545832230549,-0.4409578603152576,-0.15944107552661943,-0.4824169511289456,,,,,,,,,2024,10,6,20,,,,,,,,,,,,,2024,10,6,20,,,,
-0.6198437933094333,0.5359545832230549,-0.4409578603152576,0.1490205837327887,-0.4824169511289456,,,,,,,,,2024,10,6,20,,,,,,,,,,,,,2024,10,6,20,,,,
0.07292279921287459,1.1089684962350193,-0.4409578603152576,-0.2885645607979996,-0.5673962720864894,,,,,,,,,2024,10,6,21,,,,,,,,,,,,,2024,10,6,21,,,,
-0.6198437933094333,1.3906194026307306,-0.4409578603152576,0.1490205837327887,0.5659947563588673,,,,,,,,,2024,10,6,22,,,,,,,,,,,,,2024,10,6,21,,,,
-0.6198437933094333,1.3906194026307306,-0.4409578603152576,0.12750000285422533,0.5659947563588673,,,,,,,,,2024,10,6,22,,,,,,,,,,,,,2024,10,6,21,,,,
-0.6198437933094333,1.5363009059388573,-0.4409578603152576,-0.13792049464805606,-0.41249690496590535,,,,,,,,,2024,10,6,21,,,,,,,,,,,,,2024,10,6,21,,,,
0.07292279921287459,-0.7169063452268334,-0.4409578603152576,-0.19530871032422503,-0.5655347012170582,,,,,,,,,2024,10,7,21,,,,,,,,,,,,,2024,10,7,21,,,,
0.7656893917351825,-1.2996323584593394,-0.4409578603152576,-0.32443219559560516,-0.4840423525597177,,,,,,,,,2024,10,8,14,,,,,,,,,,,,,2024,10,8,14,,,,
-0.6198437933094333,-1.0082693518430865,-0.4409578603152576,0.12750000285422533,-0.5428485427858551,,,,,,,,,2024,10,8,15,,,,,,,,,,,,,2024,10,8,15,,,,
-0.6198437933094333,0.07948587285759176,-0.4409578603152576,-0.18454841988494333,-0.5537262292840989,,,,,,,,,2024,10,9,0,,,,,,,,,,,,,2024,10,9,0,,,,
-0.6198437933094333,0.07948587285759176,-0.4409578603152576,-0.2885645607979996,-0.5537262292840989,,,,,,,,,2024,10,9,0,,,,,,,,,,,,,2024,10,9,0,,,,
0.07292279921287459,-0.35755863706678787,-0.4409578603152576,-0.37106012083249246,-0.15733666497453613,,,,,,,,,2024,10,9,21,,,,,,,,,,,,,2024,10,9,21,,,,
-0.6198437933094333,0.20574317572463477,-0.4409578603152576,-0.3136719051563235,-0.5639231921062072,,,,,,,,,2024,10,9,22,,,,,,,,,,,,,2024,10,9,22,,,,
0.07292279921287459,0.5068182825614296,0.5870420594381036,-0.08770580593140824,-0.5370554453787444,,,,,,,,,2024,10,10,0,,,,,,,,,,,,,2024,10,9,23,,,,
0.07292279921287459,-0.8722999487555017,0.5870420594381036,-0.37106012083249246,0.8623596172363039,,,,,,,,,2024,10,10,22,,,,,,,,,,,,,2024,10,10,20,,,,
0.07292279921287459,-0.7266184454473751,0.5870420594381036,0.1490205837327887,-0.5761901105965638,,,,,,,,,2024,10,10,20,,,,,,,,,,,,,2024,10,10,20,,,,
-0.6198437933094333,-0.6100732428008738,-0.4409578603152576,0.12750000285422533,-0.2858406242449758,,,,,,,,,2024,10,10,21,,,,,,,,,,,,,2024,10,10,20,,,,
-0.6198437933094333,-0.6100732428008738,-0.4409578603152576,0.1490205837327887,-0.2858406242449758,,,,,,,,,2024,10,10,21,,,,,,,,,,,,,2024,10,10,20,,,,
-0.6198437933094333,-0.0953319311121601,-0.4409578603152576,-0.2598704529599151,-0.5634508532288889,,,,,,,,,2024,10,10,22,,,,,,,,,,,,,2024,10,10,22,,,,
-0.6198437933094333,0.021213271534341147,-0.4409578603152576,-0.24552339904087286,-0.5537262292840989,,,,,,,,,2024,10,10,23,,,,,,,,,,,,,2024,10,10,23,,,,
-0.6198437933094333,-0.7654668463295422,-0.4409578603152576,-0.20965576424326726,-0.4462969193340113,,,,,,,,,2024,10,11,15,,,,,,,,,,,,,2024,10,11,15,,,,
2.843989169302106,-0.6974821447857498,-0.4409578603152576,-0.08053227897188711,3.241655573168238,,,,,,,,,2024,10,11,23,,,,,,,,,,,,,2024,10,11,18,,,,
0.7656893917351825,-0.6877700445652081,-0.4409578603152576,-0.28139103383847847,3.0879092686011074,,,,,,,,,2024,10,11,23,,,,,,,,,,,,,2024,10,11,18,,,,
0.7656893917351825,-0.6877700445652081,-0.4409578603152576,-0.2885645607979996,3.0879092686011074,,,,,,,,,2024,10,11,23,,,,,,,,,,,,,2024,10,11,18,,,,
0.7656893917351825,-0.6877700445652081,1.6150419791914647,-0.2885645607979996,3.0879092686011074,,,,,,,,,2024,10,11,23,,,,,,,,,,,,,2024,10,11,18,,,,
2.843989169302106,-0.6877700445652081,3.6710418186981872,-0.32443219559560516,3.0879092686011074,,,,,,,,,2024,10,11,23,,,,,,,,,,,,,2024,10,11,18,,,,
-0.6198437933094333,-0.6100732428008738,-0.4409578603152576,-0.18454841988494333,-0.5565046932683245,,,,,,,,,2024,10,11,19,,,,,,,,,,,,,2024,10,11,19,,,,
-0.6198437933094333,-0.561512741698165,-0.4409578603152576,-0.15944107552661943,-0.3344637439689259,,,,,,,,,2024,10,11,19,,,,,,,,,,,,,2024,10,11,19,,,,
0.07292279921287459,-0.08561983089161831,-0.4409578603152576,5.227877671073741,-0.5539623987227581,,,,,,,,,2024,10,11,20,,,,,,,,,,,,,2024,10,11,20,,,,
-0.6198437933094333,0.4873940821203461,-0.4409578603152576,0.1490205837327887,-0.5338185348371215,,,,,,,,,2024,10,11,21,,,,,,,,,,,,,2024,10,11,21,,,,
4.229522354346722,1.0604079951323104,0.5870420594381036,0.1490205837327887,-0.513674670951485,,,,,,,,,2024,10,11,22,,,,,,,,,,,,,2024,10,11,22,,,,
-0.6198437933094333,1.1672410975582699,-0.4409578603152576,-0.24552339904087286,-0.5618393441180379,,,,,,,,,2024,10,11,22,,,,,,,,,,,,,2024,10,11,22,,,,
0.7656893917351825,1.2352257991020623,1.6150419791914647,0.005550044542366314,0.037850429917320835,,,,,,,,,2024,10,11,23,,,,,,,,,,,,,2024,10,11,22,,,,
2.1512225767797983,1.2352257991020623,1.6150419791914647,-0.08770580593140824,0.037850429917320835,,,,,,,,,2024,10,11,23,,,,,,,,,,,,,2024,10,11,22,,,,
-0.6198437933094333,1.2449378993226041,-0.4409578603152576,-0.04466464417428152,-0.2573613684066622,,,,,,,,,2024,10,11,22,,,,,,,,,,,,,2024,10,11,22,,,,
0.07292279921287459,1.3711952021896472,-0.4409578603152576,-0.35312630343368967,-0.5196900454773337,,,,,,,,,2024,10,11,22,,,,,,,,,,,,,2024,10,11,22,,,,
-0.6198437933094333,1.5265888057183155,-0.4409578603152576,-0.13792049464805606,-0.38423992624632974,,,,,,,,,2024,10,11,23,,,,,,,,,,,,,2024,10,11,23,,,,
0.07292279921287459,-1.3384807593415067,0.5870420594381036,0.1490205837327887,-0.48890466453211273,,,,,,,,,2024,10,12,12,,,,,,,,,,,,,2024,10,12,12,,,,
0.07292279921287459,-0.9402846502992941,0.5870420594381036,-0.2885645607979996,-0.5780377891460738,,,,,,,,,2024,10,12,13,,,,,,,,,,,,,2024,10,12,13,,,,
-0.6198437933094333,0.07948587285759176,-0.4409578603152576,0.1490205837327887,-0.5697023971933967,,,,,,,,,2024,10,12,19,,,,,,,,,,,,,2024,10,12,19,,,,
0.07292279921287459,0.07948587285759176,-0.4409578603152576,0.12750000285422533,-0.5697023971933967,,,,,,,,,2024,10,12,19,,,,,,,,,,,,,2024,10,12,19,,,,
0.07292279921287459,0.36113677925330306,-0.4409578603152576,-0.18813518336470392,-0.5220100629041622,,,,,,,,,2024,10,12,20,,,,,,,,,,,,,2024,10,12,19,,,,
-0.6198437933094333,0.36113677925330306,-0.4409578603152576,-0.08053227897188711,-0.5220100629041622,,,,,,,,,2024,10,12,20,,,,,,,,,,,,,2024,10,12,19,,,,
-0.6198437933094333,0.36113677925330306,-0.4409578603152576,-0.2885645607979996,-0.5220100629041622,,,,,,,,,2024,10,12,20,,,,,,,,,,,,,2024,10,12,19,,,,
-0.6198437933094333,0.5068182825614296,-0.4409578603152576,0.1490205837327887,0.09851819101288954,,,,,,,,,2024,10,12,20,,,,,,,,,,,,,2024,10,12,20,,,,
-0.6198437933094333,0.5553787836641385,-0.4409578603152576,0.1490205837327887,-0.11681276776460393,,,,,,,,,2024,10,12,20,,,,,,,,,,,,,2024,10,12,20,,,,
-0.6198437933094333,0.8661659907214752,-0.4409578603152576,-0.18813518336470392,-0.24509444991630555,,,,,,,,,2024,10,12,21,,,,,,,,,,,,,2024,10,12,20,,,,
-0.6198437933094333,1.1089684962350193,-0.4409578603152576,-0.15944107552661943,-0.4560215432788013,,,,,,,,,2024,10,12,21,,,,,,,,,,,,,2024,10,12,21,,,,
-0.6198437933094333,1.6042856074826497,-0.4409578603152576,2.8068123222353636,-0.4747761751723249,,,,,,,,,2024,10,12,22,,,,,,,,,,,,,2024,10,12,21,,,,
-0.6198437933094333,2.3715415249054494,-0.4409578603152576,-0.15944107552661943,0.04317118844711313,,,,,,,,,2024,10,12,23,,,,,,,,,,,,,2024,10,12,23,,,,
-0.6198437933094333,2.5657835293162847,-0.4409578603152576,-0.37106012083249246,-0.5271085443152165,,,,,,,,,2024,10,12,23,,,,,,,,,,,,,2024,10,12,23,,,,
2.843989169302106,-1.3676170600031319,1.6150419791914647,-0.2885645607979996,2.304618594488113,,,,,,,,,2024,10,13,15,,,,,,,,,,,,,2024,10,13,12,,,,
-0.6198437933094333,-1.2899202582387979,-0.4409578603152576,0.009136808022126873,0.2091844115046,,,,,,,,,2024,10,13,13,,,,,,,,,,,,,2024,10,13,12,,,,
2.1512225767797983,-1.19279925603338,2.643041898944826,-0.2885645607979996,1.835058181153966,,,,,,,,,2024,10,13,15,,,,,,,,,,,,,2024,10,13,12,,,,
2.1512225767797983,-1.19279925603338,-0.4409578603152576,-0.28139103383847847,1.835058181153966,,,,,,,,,2024,10,13,15,,,,,,,,,,,,,2024,10,13,12,,,,
2.1512225767797983,-1.19279925603338,3.6710418186981872,-0.2885645607979996,1.835058181153966,,,,,,,,,2024,10,13,15,,,,,,,,,,,,,2024,10,13,12,,,,
-0.6198437933094333,-1.0568298529457953,-0.4409578603152576,-0.15944107552661943,-0.5282616068686701,,,,,,,,,2024,10,13,13,,,,,,,,,,,,,2024,10,13,12,,,,
-0.6198437933094333,-1.0568298529457953,-0.4409578603152576,-0.15944107552661943,-0.5282616068686701,,,,,,,,,2024,10,13,13,,,,,,,,,,,,,2024,10,13,12,,,,
-0.6198437933094333,-1.0471177527252535,-0.4409578603152576,0.09880589501614086,-0.5599777732486068,,,,,,,,,2024,10,13,12,,,,,,,,,,,,,2024,10,13,12,,,,
-0.6198437933094333,-1.0374056525047117,-0.4409578603152576,0.009136808022126873,-0.2881606416718043,,,,,,,,,2024,10,13,13,,,,,,,,,,,,,2024,10,13,12,,,,
1.4584559842574905,-0.8625878485349598,1.6150419791914647,-0.08053227897188711,1.2008737767544446,,,,,,,,,2024,10,13,15,,,,,,,,,,,,,2024,10,13,13,,,,
2.1512225767797983,-0.8625878485349598,3.6710418186981872,-0.08053227897188711,-0.11728510664192239,,,,,,,,,2024,10,13,13,,,,,,,,,,,,,2024,10,13,13,,,,
1.4584559842574905,-0.6586337439035828,-0.4409578603152576,-0.15944107552661943,0.7891887682117196,,,,,,,,,2024,10,13,15,,,,,,,,,,,,,2024,10,13,13,,,,
0.7656893917351825,-0.6392095434624991,1.6150419791914647,-0.28139103383847847,0.9998935844554773,,,,,,,,,2024,10,13,15,,,,,,,,,,,,,2024,10,13,13,,,,
2.1512225767797983,-0.5032401403749144,-0.4409578603152576,0.005550044542366314,0.7905780002038324,,,,,,,,,2024,10,13,15,,,,,,,,,,,,,2024,10,13,13,,,,
0.7656893917351825,-0.4741038397132891,1.6150419791914647,0.1490205837327887,-0.5064923415522615,,,,,,,,,2024,10,13,13,,,,,,,,,,,,,2024,10,13,13,,,,
0.7656893917351825,-0.4741038397132891,1.6150419791914647,0.1490205837327887,-0.5064923415522615,,,,,,,,,2024,10,13,13,,,,,,,,,,,,,2024,10,13,13,,,,
-0.6198437933094333,-0.30899813596407905,-0.4409578603152576,-0.2598704529599151,-0.11218662523086813,,,,,,,,,2024,10,13,14,,,,,,,,,,,,,2024,10,13,14,,,,
0.07292279921287459,0.24459157660680184,-0.4409578603152576,-0.19530871032422503,-0.5354439362678935,,,,,,,,,2024,10,13,15,,,,,,,,,,,,,2024,10,13,14,,,,
1.4584559842574905,0.7884691889571409,-0.4409578603152576,-0.32443219559560516,2.803575156775368,,,,,,,,,2024,10,13,23,,,,,,,,,,,,,2024,10,13,19,,,,
1.4584559842574905,0.7884691889571409,-0.4409578603152576,-0.28139103383847847,2.803575156775368,,,,,,,,,2024,10,13,23,,,,,,,,,,,,,2024,10,13,19,,,,
1.4584559842574905,0.7884691889571409,-0.4409578603152576,-0.2885645607979996,2.803575156775368,,,,,,,,,2024,10,13,23,,,,,,,,,,,,,2024,10,13,19,,,,
1.4584559842574905,0.7884691889571409,-0.4409578603152576,-0.2885645607979996,2.803575156775368,,,,,,,,,2024,10,13,23,,,,,,,,,,,,,2024,10,13,19,,,,
-0.6198437933094333,0.8176054896187662,-0.4409578603152576,-0.3280189590753657,-0.5127438855167694,,,,,,,,,2024,10,13,19,,,,,,,,,,,,,2024,10,13,19,,,,
0.07292279921287459,0.8176054896187662,-0.4409578603152576,-0.32443219559560516,-0.5127438855167694,,,,,,,,,2024,10,13,19,,,,,,,,,,,,,2024,10,13,19,,,,
0.7656893917351825,0.8176054896187662,-0.4409578603152576,-0.35312630343368967,-0.5192315989199365,,,,,,,,,2024,10,13,19,,,,,,,,,,,,,2024,10,13,19,,,,
-0.6198437933094333,0.953574892706351,-0.4409578603152576,-0.08053227897188711,-0.5546570147188145,,,,,,,,,2024,10,13,19,,,,,,,,,,,,,2024,10,13,19,,,,
0.07292279921287459,1.2449378993226041,0.5870420594381036,-0.28139103383847847,-0.10061432273656802,,,,,,,,,2024,10,13,20,,,,,,,,,,,,,2024,10,13,19,,,,
0.07292279921287459,1.2449378993226041,0.5870420594381036,-0.28139103383847847,-0.10061432273656802,,,,,,,,,2024,10,13,20,,,,,,,,,,,,,2024,10,13,19,,,,
-0.6198437933094333,1.293498400425313,-0.4409578603152576,0.1490205837327887,-0.2078074632479964,,,,,,,,,2024,10,13,20,,,,,,,,,,,,,2024,10,13,19,,,,
-0.6198437933094333,1.293498400425313,-0.4409578603152576,-0.3136719051563235,-0.2078074632479964,,,,,,,,,2024,10,13,20,,,,,,,,,,,,,2024,10,13,19,,,,
-0.6198437933094333,1.293498400425313,-0.4409578603152576,-0.35312630343368967,-0.2078074632479964,,,,,,,,,2024,10,13,20,,,,,,,,,,,,,2024,10,13,19,,,,
0.07292279921287459,1.458604104174523,0.5870420594381036,-0.32443219559560516,-0.5051031095601487,,,,,,,,,2024,10,13,20,,,,,,,,,,,,,2024,10,13,20,,,,
-0.6198437933094333,1.458604104174523,-0.4409578603152576,0.06293826021853527,-0.5051031095601487,,,,,,,,,2024,10,13,20,,,,,,,,,,,,,2024,10,13,20,,,,
-0.6198437933094333,1.5363009059388573,-0.4409578603152576,0.1490205837327887,-0.38471226512364814,,,,,,,,,2024,10,13,20,,,,,,,,,,,,,2024,10,13,20,,,,
-0.6198437933094333,1.5751493068210243,-0.4409578603152576,-0.32443219559560516,-0.40346689701717176,,,,,,,,,2024,10,13,20,,,,,,,,,,,,,2024,10,13,20,,,,
-0.6198437933094333,1.5751493068210243,-0.4409578603152576,0.47900282387076015,-0.40346689701717176,,,,,,,,,2024,10,13,20,,,,,,,,,,,,,2024,10,13,20,,,,
-0.6198437933094333,1.5751493068210243,-0.4409578603152576,0.1490205837327887,-0.40346689701717176,,,,,,,,,2024,10,13,20,,,,,,,,,,,,,2024,10,13,20,,,,
-0.6198437933094333,1.7791034114524014,-0.4409578603152576,0.1490205837327887,-0.4928361910697921,,,,,,,,,2024,10,13,20,,,,,,,,,,,,,2024,10,13,20,,,,
-0.6198437933094333,2.225860021597323,-0.4409578603152576,12.042728282618805,-0.5613670052407195,,,,,,,,,2024,10,13,20,,,,,,,,,,,,,2024,10,13,20,,,,
0.07292279921287459,2.303556823361657,0.5870420594381036,0.06293826021853527,-0.28954987366391716,,,,,,,,,2024,10,13,21,,,,,,,,,,,,,2024,10,13,21,,,,
-0.6198437933094333,2.332693124023282,-0.4409578603152576,-0.28139103383847847,-0.574800878604451,,,,,,,,,2024,10,13,21,,,,,,,,,,,,,2024,10,13,21,,,,
-0.6198437933094333,2.769737633947662,-0.4409578603152576,-0.3567130669134502,0.15454591725480116,,,,,,,,,2024,10,13,22,,,,,,,,,,,,,2024,10,13,21,,,,
-0.6198437933094333,-1.1830871558128382,0.07304209956142303,0.1490205837327887,-0.45509075784408565,,,,,,,,,2024,10,14,14,,,,,,,,,,,,,2024,10,14,14,,,,
-0.6198437933094333,-1.1442387549306712,0.07304209956142303,0.1490205837327887,-0.5236354643349342,,,,,,,,,2024,10,14,14,,,,,,,,,,,,,2024,10,14,14,,,,
-0.6198437933094333,-1.0471177527252535,-0.4409578603152576,-0.15944107552661943,-0.4868208165439434,,,,,,,,,2024,10,14,15,,,,,,,,,,,,,2024,10,14,15,,,,
-0.6198437933094333,-0.9985572516225447,-0.4409578603152576,-0.3387792495146474,-0.3557606704080161,,,,,,,,,2024,10,14,19,,,,,,,,,,,,,2024,10,14,18,,,,
0.7656893917351825,-0.39640703794895493,1.6150419791914647,-0.2885645607979996,-0.5278031603112728,,,,,,,,,2024,10,14,21,,,,,,,,,,,,,2024,10,14,21,,,,
0.07292279921287459,0.5165303827819714,0.5870420594381036,0.04141767933997191,-0.574800878604451,,,,,,,,,2024,10,14,23,,,,,,,,,,,,,2024,10,14,23,,,,
2.1512225767797983,0.5262424830025132,-0.4409578603152576,0.26021025160536604,-0.5599777732486068,,,,,,,,,2024,10,14,23,,,,,,,,,,,,,2024,10,14,23,,,,
-0.6198437933094333,0.7399086878544321,-0.4409578603152576,-0.06618522505284488,-0.5155223495009952,,,,,,,,,2024,10,15,0,,,,,,,,,,,,,2024,10,15,0,,,,
0.07292279921287459,-1.1053903540485042,-0.4409578603152576,0.005550044542366314,-0.453937695290632,,,,,,,,,2024,10,15,14,,,,,,,,,,,,,2024,10,15,14,,,,
-0.6198437933094333,-0.9694209509609194,-0.4409578603152576,-0.28139103383847847,-0.5581300946990966,,,,,,,,,2024,10,15,15,,,,,,,,,,,,,2024,10,15,15,,,,
0.07292279921287459,-0.40611913816949674,0.5870420594381036,-0.28139103383847847,-0.09922509074445514,,,,,,,,,2024,10,15,21,,,,,,,,,,,,,2024,10,15,20,,,,
-0.6198437933094333,-0.32842233640516255,-0.4409578603152576,0.1490205837327887,-0.50881235897909,,,,,,,,,2024,10,15,20,,,,,,,,,,,,,2024,10,15,20,,,,
-0.6198437933094333,-0.23130133419974486,-0.4409578603152576,-0.08053227897188711,-0.5590608801338122,,,,,,,,,2024,10,15,21,,,,,,,,,,,,,2024,10,15,20,,,,
-0.6198437933094333,-0.04677143000945124,-0.4409578603152576,-0.3136719051563235,-0.5585885412564938,,,,,,,,,2024,10,15,21,,,,,,,,,,,,,2024,10,15,21,,,,
-0.6198437933094333,0.5359545832230549,-0.4409578603152576,-0.37106012083249246,-0.3907276396494968,,,,,,,,,2024,10,15,22,,,,,,,,,,,,,2024,10,15,22,,,,
-0.6198437933094333,0.7787570887365992,-0.4409578603152576,0.1490205837327887,-0.5773431731500175,,,,,,,,,2024,10,15,23,,,,,,,,,,,,,2024,10,15,23,,,,
-0.6198437933094333,0.8758780909420169,-0.4409578603152576,-0.04466464417428152,-0.5435431587819116,,,,,,,,,2024,10,16,0,,,,,,,,,,,,,2024,10,15,23,,,,
-0.6198437933094333,0.8855901911625587,-0.4409578603152576,-0.04466464417428152,-0.28954987366391716,,,,,,,,,2024,10,16,0,,,,,,,,,,,,,2024,10,16,0,,,,
