browser_info,amount_to,amount_from,invoice_no,date_orap_year,date_orap_month,date_orap_day,date_orap_hour,electron_pos_year,electron_pos_month,electron_pos_day,electron_pos_hour,modify_comment_year,modify_comment_month,modify_comment_day,modify_comment_hour,modified_by_year,modified_by_month,modified_by_day,modified_by_hour,bill_no_year,bill_no_month,bill_no_day,bill_no_hour
,-0.6402113086392743,-0.6484500773968744,-0.866616554905408,2024,7,26,22,2024,7,26,22,,,,,,,,,,,,
,0.3861806929113785,0.5007524581360641,-0.7495541634877944,2024,5,10,15,2024,5,10,15,,,,,,,,,,,,
,-0.5174632484984766,-0.5252654036868959,-0.64214640229019,2024,5,15,15,2024,5,15,15,,,,,,,,,,,,
,-0.24654464109438698,-0.38019512804874855,0.2074610570706351,2024,7,3,13,2024,7,3,13,,,,,,,,,,,,
,1.060149375124452,1.0569593985676677,0.29193907149571713,2024,7,7,21,2024,7,7,21,,,,,,,,,,,,
,-0.2654205650093719,-0.27253880999256597,0.8989739465788067,2024,8,11,21,2024,8,11,21,,,,,,,,,,,,
,-0.45167028826300903,-0.45919172929423396,-1.4036553608934297,2024,4,2,23,2024,4,2,23,,,,,,,,,,,,
,0.4519736531468461,0.4445794131870976,-1.2703007809795501,2024,5,2,22,2024,5,2,23,,,,,,,,,,,,
,0.567956931306551,0.5633869665114424,-1.1242744989019082,2024,4,19,22,2024,4,19,22,,,,,,,,,,,,
,-0.539066907083257,-0.5289130040082574,-0.9812652887680194,2024,6,30,14,2024,6,30,14,,,,,,,,,,,,
,-0.616752790479033,-0.6250012181881222,-0.8117058455291047,2024,8,5,0,2024,8,5,0,,,,,,,,,,,,
,-0.5441950482624726,-0.5523618632170095,-0.49461158424067175,2024,10,13,22,2024,10,13,22,,,,,,,,,,,,
,0.1509408549882141,0.14516353537934096,-0.233333153911668,2024,6,7,23,2024,6,7,23,,,,,,,,,,,,
,-0.2213403727454765,-0.2282465203760339,0.9176797926300748,2024,8,12,21,2024,8,12,21,,,,,,,,,,,,
,-0.2470901880283461,-0.25503032845003093,-1.10556865285064,2024,6,6,21,2024,6,6,21,,,,,,,,,,,,
,-0.4295210827442695,-0.43761877882218186,-0.9764379736580147,2024,6,30,23,2024,6,30,23,,,,,,,,,,,,
,-0.21904907562284828,-0.22595374303117813,-0.931483601696096,2024,4,29,23,2024,4,29,23,,,,,,,,,,,,
,0.31995129512874365,0.3146206245945906,-0.8684267980716598,2024,5,3,21,2024,5,3,21,,,,,,,,,,,,
,1.0560032184263628,1.0528949296381507,-0.7320551462140273,2024,5,10,23,2024,5,10,23,,,,,,,,,,,,
,-0.4074809866123218,-0.4150036568297408,-0.10088369558091437,2024,6,15,22,2024,6,15,22,,,,,,,,,,,,
,0.06801772102643074,0.06199824805229961,0.4234834082433449,2024,7,15,23,2024,7,15,23,,,,,,,,,,,,
,0.12748233682797278,0.1216104590185498,0.8733288350569068,2024,8,11,0,2024,8,11,0,,,,,,,,,,,,
,0.2700883053648818,0.26470060876795803,1.7455643339958788,2024,9,28,21,2024,9,28,22,,,,,,,,,,,,
,-0.31255582010343824,-0.32058291708249836,-1.2546120068720348,2024,5,5,0,2024,5,5,0,,,,,,,,,,,,
,-0.4811298226968005,-0.4893104862334757,-0.9106658052842008,2024,7,14,22,2024,7,14,22,,,,,,,,,,,,
,0.06092561088496243,0.05480726456161558,-0.8735558203760397,2024,5,3,15,2024,5,3,15,,,,,,,,,,,,
,-0.41097248698966005,-0.41906812575925784,-0.8183434038053612,2024,8,4,15,2024,8,4,15,,,,,,,,,,,,
,-0.5553242057152382,-0.5628877955729383,-0.2810028906229643,2024,6,4,20,2024,6,4,20,,,,,,,,,,,,
,-0.3221574461411184,-0.3293371578537659,-0.014293730795205269,2024,6,20,0,2024,6,20,0,,,,,,,,,,,,
,4.89818116491352,4.722797721535938,0.11000963328741546,2024,6,27,15,2024,6,27,15,,,,,,,,,,,,
,-0.18293386859475577,-0.1897903912736802,0.2512086002550526,2024,7,6,14,2024,7,6,14,,,,,,,,,,,,
,0.45699268493926987,0.4520830481338983,1.8158621102853223,2024,10,2,15,2024,10,2,15,,,,,,,,,,,,
,-0.07818885727460836,-0.08463528486643118,-0.983980653517397,2024,4,27,22,2024,4,27,22,,,,,,,,,,,,
,-0.2569100328396099,-0.26388878637333735,-0.3636706618817946,2024,5,31,15,2024,5,31,15,,,,,,,,,,,,
,0.22829941022361466,0.22270109649628175,-0.143726117182206,2024,6,12,23,2024,6,12,23,,,,,,,,,,,,
,0.8512048994181164,0.8473787058174419,-0.6427498166789406,2024,5,15,15,2024,5,15,15,,,,,,,,,,,,
,-0.5511780490171491,-0.6310458130063783,-0.6333968936533065,2024,9,13,22,2024,9,13,22,,,,,,,,,,,,
,-0.09826498444430329,0.007909546144111065,0.3637453837570369,2024,7,12,22,2024,7,12,22,,,,,,,,,,,,
,1.700512366205645,1.699145489431363,0.9375924674588442,2024,8,13,22,2024,8,13,22,,,,,,,,,,,,
,-0.32390319632978753,-0.33110884943842717,1.750693356300259,2024,9,28,23,2024,9,28,23,,,,,,,,,,,,
,0.304566871591097,0.29919648609283356,1.8339645419478399,2024,10,3,14,2024,10,3,14,,,,,,,,,,,,
,-0.44479639689512435,-0.4523133972596666,2.006239349936132,2024,10,12,22,2024,10,12,22,,,,,,,,,,,,
,-0.37147488897102116,-0.3780065678559317,-1.0482442859193344,2024,4,23,23,2024,4,23,23,,,,,,,,,,,,
,0.7083807121076237,0.7041843389159949,-1.2772400464501819,2024,4,10,0,2024,4,10,0,,,,,,,,,,,,
,-0.6467578718467836,-0.6550157579753251,-1.215691778797622,2024,5,12,14,2024,5,12,14,,,,,,,,,,,,
,-0.14332716118932504,-0.11819320782295664,-1.0968191442137567,2024,6,7,22,2024,6,7,22,,,,,,,,,,,,
,-0.31015541359401816,-0.3173521853692925,-1.0624245240549732,2024,4,22,21,2024,4,22,21,,,,,,,,,,,,
,-0.2957529745374979,-0.3036997384521967,-0.8817019146241727,2024,7,21,23,2024,7,21,23,,,,,,,,,,,,
,3.558099676336384,3.562235516430759,0.07863208507238498,2024,6,24,22,2024,6,24,22,,,,,,,,,,,,
,-0.55303290859261,-0.5609076696841993,1.5316539331837962,2024,9,15,21,2024,9,15,21,,,,,,,,,,,,
,0.30849480951560254,0.3031567378703117,1.9208562139279242,2024,10,7,23,2024,10,7,23,,,,,,,,,,,,
,-0.622208259818624,-0.6304205100941449,-1.2775417536445572,2024,4,29,23,2024,4,29,23,,,,,,,,,,,,
,0.031902513998338246,0.024167421862179298,-1.2555171284551607,2024,5,4,23,2024,5,4,23,,,,,,,,,,,,
,-0.6384655584506053,-0.6632489129863981,-1.1707374068357035,2024,5,23,13,2024,5,23,13,,,,,,,,,,,,
,-0.6486127314222445,-0.6568916667120253,-1.1116027967381459,2024,6,4,20,2024,6,4,20,,,,,,,,,,,,
,0.11373455409220341,0.10785379494941515,0.28711175638571246,2024,7,7,20,2024,7,7,20,,,,,,,,,,,,
,-0.49062233934768884,-0.49827316130882104,1.0594821739864626,2024,8,19,22,2024,8,19,22,,,,,,,,,,,,
,-0.015669178642895375,-0.022000776491052927,1.1086604466696353,2024,8,23,20,2024,8,23,20,,,,,,,,,,,,
,0.9857367733324306,0.9823399177078161,1.3035632942360746,2024,9,2,15,2024,9,2,15,,,,,,,,,,,,
,-0.004212693029754249,-0.010536889766774044,1.931114258536684,2024,10,8,21,2024,10,8,21,,,,,,,,,,,,
,-0.5971131008565054,-0.6050957421486924,-1.0328572190061944,2024,4,24,23,2024,4,24,23,,,,,,,,,,,,
,-0.31550177354681735,-0.32350099733958754,-0.7833453692578272,2024,8,10,23,2024,8,10,23,,,,,,,,,,,,
,-0.25723736099998534,-0.3465329879401842,-0.26893460284795256,2024,6,5,21,2024,6,5,21,,,,,,,,,,,,
,1.0720422982847604,1.0689443710521411,-0.18204293086786819,2024,6,10,0,2024,6,10,0,,,,,,,,,,,,
,-0.2786228008111821,-0.28483643393315605,0.027643569222960462,2024,6,22,21,2024,6,22,22,,,,,,,,,,,,
,-0.5696175353849666,-0.5775824140104231,1.053749737293332,2024,8,19,21,2024,8,19,21,,,,,,,,,,,,
,3.475285651761393,3.4791744462557563,1.5904868360869784,2024,9,20,15,2024,9,20,15,,,,,,,,,,,,
,0.11886269527141897,0.11296043539932119,1.5968226871688596,2024,9,20,22,2024,9,20,22,,,,,,,,,,,,
,-0.2294144673680712,-0.23627124108302913,2.0801576125580787,2024,10,16,13,2024,10,16,13,,,,,,,,,,,,
,-0.6323554327902633,-0.640633790993957,-1.1502213176181835,2024,5,26,15,2024,5,26,15,,,,,,,,,,,,
,-0.4878946046778933,-0.4943129095313429,-1.108585724794393,2024,4,20,21,2024,4,20,21,,,,,,,,,,,,
,-0.41206358085757827,-0.41958921151945233,-0.6119756828526607,2024,5,17,14,2024,5,17,14,,,,,,,,,,,,
,1.9009463097422186,1.900284592866438,-0.5727537475838727,2024,5,18,23,2024,5,18,23,,,,,,,,,,,,
,-0.4573439763761837,-0.4649236726563734,-0.4101335698155897,2024,5,27,23,2024,5,27,23,,,,,,,,,,,,
,0.2567769601762797,0.4318649206383519,-0.23816046902167268,2024,6,7,22,2024,6,7,22,,,,,,,,,,,,
,-0.11081256392536261,-0.11735947060664545,-0.2170409654154022,2024,6,8,21,2024,6,8,21,,,,,,,,,,,,
,6.323149756414693,6.3353497150338205,-0.09786662363716143,2024,6,15,22,2024,6,15,22,,,,,,,,,,,,
,-0.44021380264986787,-0.4472067568097606,-0.02425006820958994,2024,6,19,21,2024,6,19,21,,,,,,,,,,,,
,-0.38064007746153405,-0.388011414451666,0.23189933981503383,2024,7,4,22,2024,7,4,22,,,,,,,,,,,,
,0.26997919597809,0.32035256795673006,0.3230149125163723,2024,7,10,15,2024,7,10,15,,,,,,,,,,,,
,-0.2676027527452083,-0.27472737018538285,0.9728922092007535,2024,8,15,21,2024,8,15,21,,,,,,,,,,,,
,-0.04436494736914409,-0.05076471045378903,1.853877216776609,2024,10,4,21,2024,10,4,21,,,,,,,,,,,,
,-0.5453952515171826,-0.5535082518894374,-1.4024485321159283,2024,4,6,23,2024,4,6,23,,,,,,,,,,,,
,-0.5484503143473536,-0.5563221149944877,-1.3369780709364898,2024,4,6,23,2024,4,6,23,,,,,,,,,,,,
,-0.005958443218423373,-0.012308581351435326,0.7523442501124143,2024,8,4,15,2024,8,4,15,,,,,,,,,,,,
,-0.17507799274574473,-0.151855347931521,1.3138213388448345,2024,9,3,13,2024,9,3,15,,,,,,,,,,,,
,-0.6028958983564718,-0.6109319026628708,1.695179232535205,2024,9,25,21,2024,9,25,21,,,,,,,,,,,,
,2.2810834133249203,2.848764893572457,2.0840798060849575,2024,10,16,17,2024,10,16,17,,,,,,,,,,,,
,-0.38336781213132953,-0.39145058046894965,-1.037382826921824,2024,6,19,21,2024,6,19,21,,,,,,,,,,,,
,-0.44250509977249614,-0.44949953415461635,-0.7329602677971533,2024,5,10,23,2024,5,10,23,,,,,,,,,,,,
,-0.29411633373562057,-0.30119852680326314,-0.4888791475475412,2024,5,23,23,2024,5,23,23,,,,,,,,,,,,
,-0.3845680153860396,-0.39197166622914414,-0.2562629006841903,2024,6,6,21,2024,6,6,21,,,,,,,,,,,,
,-0.429848410904645,-0.43741034451810407,0.04634941527422863,2024,6,23,15,2024,6,23,15,,,,,,,,,,,,
,-0.2775317069432639,-0.28452378247703936,0.5043409363359235,2024,7,21,15,2024,7,21,15,,,,,,,,,,,,
,-0.010541037463679822,-0.016894136041146878,1.325587919425471,2024,9,3,23,2024,9,3,23,,,,,,,,,,,,
,-0.2569100328396099,-0.26388878637333735,1.4453656755924624,2024,9,10,22,2024,9,10,22,,,,,,,,,,,,
,0.4036381947980698,0.3985154319859043,1.9461996182554488,2024,10,9,22,2024,10,9,22,,,,,,,,,,,,
,-0.5971131008565054,-0.6050957421486924,-1.414215112696565,2024,4,2,13,2024,4,2,13,,,,,,,,,,,,
,-0.4505791943950908,-0.45867064353403947,-1.3882682939802897,2024,4,8,23,2024,4,9,0,,,,,,,,,,,,
,-0.4811298226968005,-0.4893104862334757,-0.8349372994960023,2024,8,1,22,2024,8,1,22,,,,,,,,,,,,
,-0.5951491318942526,-0.60342826771607,-0.7824402476747013,2024,8,11,0,2024,8,11,0,,,,,,,,,,,,
,-0.3119011637826873,-0.31995761417026497,-0.5634008245582386,2024,9,28,23,2024,9,28,23,,,,,,,,,,,,
,-0.5161539358569748,-0.5579895894271101,-0.36548090504804637,2024,5,31,12,2024,5,31,12,,,,,,,,,,,,
,-0.5094982632626738,-0.5172406829799007,-0.3117770244492442,2024,6,2,20,2024,6,2,20,,,,,,,,,,,,
,0.7163456973434266,0.7122090596229901,0.4165441427727132,2024,7,15,16,2024,7,15,16,,,,,,,,,,,,
,-0.45167028826300903,-0.45919172929423396,1.1774496869872022,2024,8,26,20,2024,8,26,20,,,,,,,,,,,,
,-0.25570982958489985,-0.26274239770090946,1.6906536246195756,2024,9,25,15,2024,9,25,15,,,,,,,,,,,,
,-0.08735404576512126,-0.0938063942458543,1.8903837872960196,2024,10,6,15,2024,10,6,15,,,,,,,,,,,,
,-0.40977228373495006,-0.41729643417459655,-1.1948739823857268,2024,4,14,22,2024,4,14,22,,,,,,,,,,,,
,1.0635317661149983,1.0602943474329125,-0.8937702023991844,2024,5,1,23,2024,5,1,23,,,,,,,,,,,,
,-0.6090060240168138,-0.6171849317852047,-0.6542146900652017,2024,9,7,22,2024,9,7,22,,,,,,,,,,,,
,-0.562743644017082,-0.5707040819758558,-0.5652110677244904,2024,5,19,15,2024,5,19,15,,,,,,,,,,,,
,0.75071515418285,0.7466007197958267,-0.47228525185690007,2024,5,25,0,2024,5,25,0,,,,,,,,,,,,
,-0.13601683227427308,-0.1426842385520979,0.7408793767261531,2024,8,4,0,2024,8,4,0,,,,,,,,,,,,
,0.7594439051261955,0.9166831119233099,1.073360704927726,2024,8,21,14,2024,8,21,14,,,,,,,,,,,,
,0.008334886451305078,0.002073385629932726,1.0893511862296166,2024,8,22,14,2024,8,22,14,,,,,,,,,,,,
,-0.35314451198999536,-0.35966434909708545,1.3424835223104874,2024,9,5,0,2024,9,5,0,,,,,,,,,,,,
,0.0003699012155022006,-0.005951335077062492,1.8768069635491313,2024,10,5,22,2024,10,5,22,,,,,,,,,,,,
,-0.5247735774135286,-0.5012954587179491,-1.1966842255519785,2024,5,16,0,2024,5,16,0,,,,,,,,,,,,
,-0.569399316611383,-0.5775824140104231,-1.1049652384618895,2024,6,6,21,2024,6,6,21,,,,,,,,,,,,
,-0.010541037463679822,-0.016894136041146878,-0.3334999424442653,2024,6,1,21,2024,6,1,21,,,,,,,,,,,,
,0.18367367102576018,0.17788772111955523,-0.020931289071461714,2024,6,19,22,2024,6,19,22,,,,,,,,,,,,
,-0.596131116375379,-0.5103623509453333,1.830042348420961,2024,10,2,23,2024,10,3,0,,,,,,,,,,,,
,-0.5503051739228145,-0.5415232794049641,-1.0195821024536815,2024,6,22,23,2024,6,22,23,,,,,,,,,,,,
,2.166627666580301,2.712031990097422,-0.6300781145151784,2024,5,16,0,2024,5,16,0,,,,,,,,,,,,
,0.17789087352579372,0.17215577775741578,-0.5486171720338492,2024,5,19,23,2024,5,19,23,,,,,,,,,,,,
,-0.276877050622513,-0.28400269671684486,-0.4762074453837789,2024,10,2,21,2024,10,2,21,,,,,,,,,,,,
,-0.00486734935050517,-0.009494718246385056,-0.25716802226731617,2024,6,6,21,2024,6,6,21,,,,,,,,,,,,
,-0.45559822618751455,-0.463256198223751,0.7291127961455167,2024,8,3,21,2024,8,3,21,,,,,,,,,,,,
,0.19622125050681952,0.19049799651626198,1.328604991369224,2024,9,4,15,2024,9,4,15,,,,,,,,,,,,
,1.6580688147436269,1.6566248913994923,1.4354093381780777,2024,9,10,0,2024,9,10,0,,,,,,,,,,,,
,-0.6584325762335084,-0.6608519184895034,2.084381513279333,2024,10,16,17,2024,10,16,17,,,,,,,,,,,,
,-0.3886050626973369,-0.3960361351586612,-1.2917219917801959,2024,4,8,23,2024,4,8,23,,,,,,,,,,,,
,-0.06825990307655272,-0.07608947839924148,-1.249482984567655,2024,5,5,23,2024,5,5,23,,,,,,,,,,,,
,-0.4183919252915038,-0.4259464577938252,-0.7815351260915754,2024,5,8,14,2024,5,8,14,,,,,,,,,,,,
,-0.09051821798208405,-0.09839194893556584,-0.7809317117028248,2024,8,11,0,2024,8,11,0,,,,,,,,,,,,
,-0.2500361414717252,-0.25701045433877,-0.567021310890742,2024,5,19,14,2024,5,19,14,,,,,,,,,,,,
,-0.34561596430135977,-0.352890234214557,0.13052572250493538,2024,6,28,21,2024,6,28,21,,,,,,,,,,,,
,-0.35881820010317,-0.3661258125234972,0.5888189507610054,2024,7,26,22,2024,7,26,22,,,,,,,,,,,,
,-0.11484961123665996,-0.12142393953616251,0.8706134703075291,2024,8,10,23,2024,8,10,23,,,,,,,,,,,,
,-0.3616550441597573,-0.36904389278058636,1.2727891604097947,2024,8,31,23,2024,8,31,23,,,,,,,,,,,,
,-0.1187775491611655,-0.12538419131364067,1.3026581726529487,2024,9,2,15,2024,9,2,15,,,,,,,,,,,,
,-0.5094982632626738,-0.5172406829799007,-0.23242803232854212,2024,6,7,23,2024,6,7,23,,,,,,,,,,,,
,1.229596252812149,1.226937573543112,0.4584814427908789,2024,7,19,14,2024,7,19,14,,,,,,,,,,,,
,-0.1205232993498346,-0.12715588289830196,0.6910976896542298,2024,8,1,0,2024,8,1,0,,,,,,,,,,,,
,0.27467089961013824,0.2692861634576696,0.7131223148436262,2024,8,2,22,2024,8,2,22,,,,,,,,,,,,
,-0.09935607831222149,-0.10589558388236657,0.8715185918906551,2024,8,10,23,2024,8,10,23,,,,,,,,,,,,
,-0.6323554327902633,-0.640633790993957,-1.2259498234063821,2024,5,10,23,2024,5,10,23,,,,,,,,,,,,
,0.3777792701284084,0.3726695782802573,-0.5356437626757116,2024,5,20,21,2024,5,20,21,,,,,,,,,,,,
,-0.15205591213267067,-0.15873367996608834,-0.14493294595970715,2024,6,12,23,2024,6,12,23,,,,,,,,,,,,
,-0.16176664755714265,-0.16853009225774482,0.6286443004185441,2024,7,28,15,2024,7,28,15,,,,,,,,,,,,
,-0.5094982632626738,-0.5172406829799007,1.7923289491240493,2024,9,30,22,2024,9,30,23,,,,,,,,,,,,
,0.4396442924393704,0.4346787837434022,-1.3007732076114547,2024,4,8,14,2024,4,8,14,,,,,,,,,,,,
,0.7438412628149652,0.7397223877612593,-1.0738893974412345,2024,4,21,22,2024,4,21,22,,,,,,,,,,,,
,-0.4865852920363915,-0.4943129095313429,-0.9538099340798677,2024,4,28,21,2024,4,28,21,,,,,,,,,,,,
,-0.5537966743001528,-0.5619498412045882,-0.8430833937441352,2024,7,30,21,2024,7,30,21,,,,,,,,,,,,
,-0.22308612293414562,-0.23106038348108418,-0.5615905813919868,2024,9,29,0,2024,9,29,0,,,,,,,,,,,,
,-0.3577271062352518,-0.3649794238510693,0.10880280450991428,2024,6,27,14,2024,6,27,14,,,,,,,,,,,,
,0.16359754385606526,0.15777381077604774,1.2396013690285126,2024,8,30,21,2024,8,30,21,,,,,,,,,,,,
,-0.47229196236666304,-0.4799309425499748,1.4170051993211847,2024,9,8,22,2024,9,8,22,,,,,,,,,,,,
,0.47521395253350385,0.4703210497407056,1.8345679563365904,2024,10,3,15,2024,10,3,15,,,,,,,,,,,,
,0.32911648361925655,0.32379173397401373,-0.8385577858285058,2024,5,5,0,2024,5,5,0,,,,,,,,,,,,
,-0.06531394963317358,-0.0730671809901134,-0.6671880994233393,2024,9,5,0,2024,9,5,0,,,,,,,,,,,,
,-0.5260828900550304,-0.5339154273061245,-0.6463703030114442,2024,5,14,23,2024,5,14,23,,,,,,,,,,,,
,-0.6051871954791,-0.5973836728978139,-0.6288712857376771,2024,9,14,22,2024,9,14,22,,,,,,,,,,,,
,-0.4289755358103104,-0.43709769306198737,-0.6195183627120431,2024,9,15,22,2024,9,15,22,,,,,,,,,,,,
,0.8973581700310562,0.8937553384747521,0.24125226284066792,2024,7,5,21,2024,7,5,21,,,,,,,,,,,,
,0.1865105150823475,0.1808058013766444,0.2647854240019408,2024,7,6,22,2024,7,6,22,,,,,,,,,,,,
,-0.2821143011885204,-0.2892135543187898,-0.8566602174910234,2024,5,4,14,2024,5,4,14,,,,,,,,,,,,
,-0.5295743904323686,-0.5369377247152526,-0.4692681799131471,2024,5,25,14,2024,5,25,14,,,,,,,,,,,,
,-0.3694018106219766,-0.4799309425499748,-0.13256295099032014,2024,6,13,22,2024,6,13,22,,,,,,,,,,,,
,1.1763508720577405,1.1734741745471569,0.01949747497482755,2024,6,22,15,2024,6,22,15,,,,,,,,,,,,
,-0.21795798175493009,-0.22480735435875024,0.2931459002732183,2024,7,7,22,2024,7,7,22,,,,,,,,,,,,
,-0.1457275676987451,-0.1512300450192876,1.183483830874708,2024,8,26,23,2024,8,26,23,,,,,,,,,,,,
,-0.4150095343009574,-0.4224030746245026,-1.173452771585081,2024,4,16,20,2024,4,16,20,,,,,,,,,,,,
,-0.5333932189700824,-0.5415232794049641,-1.0265213679243133,2024,6,21,23,2024,6,21,23,,,,,,,,,,,,
,0.11711694508274985,0.10941705222999862,-1.0222974672030591,2024,6,22,22,2024,6,22,22,,,,,,,,,,,,
,-0.41959212854621386,-0.42709284646625306,-0.9182084851435831,2024,4,30,23,2024,4,30,23,,,,,,,,,,,,
,-0.2814596448677695,-0.2885882514065564,-0.7607173296796802,2024,5,9,19,2024,5,9,19,,,,,,,,,,,,
,-0.5754003328849332,-0.5830017059164458,0.012256502309820517,2024,6,21,23,2024,6,21,23,,,,,,,,,,,,
,-0.11190365779328082,-0.11850585927907334,0.6204982061704113,2024,7,27,23,2024,7,27,23,,,,,,,,,,,,
,0.5943614029101715,0.5898581231293227,0.6711850148254604,2024,7,30,22,2024,7,30,22,,,,,,,,,,,,
,-0.3817311713294522,-0.38915780312409387,0.7719552177468083,2024,8,5,0,2024,8,5,0,,,,,,,,,,,,
,-0.38816862515016964,-0.396244569462739,-1.31646198171897,2024,4,23,23,2024,4,23,23,,,,,,,,,,,,
,-0.40017065769726984,-0.40822954194721234,-1.113714747098773,2024,6,3,22,2024,6,3,22,,,,,,,,,,,,
,-0.22254057600018654,-0.2293929090484618,-0.2541509503235632,2024,6,6,22,2024,6,6,22,,,,,,,,,,,,
,-0.3776941240181549,-0.3850933341945768,-0.004337393380820599,2024,6,20,23,2024,6,20,23,,,,,,,,,,,,
,1.0726969546055114,1.0695696739643745,0.028246983611711046,2024,6,22,22,2024,6,22,22,,,,,,,,,,,,
,-0.39144190675392426,-0.3988499982637115,0.19116886857436927,2024,7,1,21,2024,7,1,21,,,,,,,,,,,,
,-0.3754028268955267,-0.38280055684972103,0.21409861534689154,2024,7,3,21,2024,7,3,21,,,,,,,,,,,,
,-0.10797571986877529,-0.11454560750159518,0.26659566716819255,2024,7,6,22,2024,7,6,22,,,,,,,,,,,,
,-0.09706478118959326,-0.10360280653751079,-1.3653385472077675,2024,4,5,21,2024,4,5,21,,,,,,,,,,,,
