KOT_No_,Price,Customer_Phone,Order_Type_year,Order_Type_month,Order_Type_day,Order_Type_hour,Status_year,Status_month,Status_day,Status_hour,Old_Value_year,Old_Value_month,Old_Value_day,Old_Value_hour,New_Value_year,New_Value_month,New_Value_day,New_Value_hour,Created_year,Created_month,Created_day,Created_hour,Complete_Duration_year,Complete_Duration_month,Complete_Duration_day,Complete_Duration_hour,Customer_Name_year,Customer_Name_month,Customer_Name_day,Customer_Name_hour,Item_Name_year,Item_Name_month,Item_Name_day,Item_Name_hour,Reason_year,Reason_month,Reason_day,Reason_hour,Bill_Print_Date_year,Bill_Print_Date_month,Bill_Print_Date_day,Bill_Print_Date_hour,Item_Modified_Date_year,Item_Modified_Date_month,Item_Modified_Date_day,Item_Modified_Date_hour,KOT_Item_Status_year,KOT_Item_Status_month,KOT_Item_Status_day,KOT_Item_Status_hour,User_year,User_month,User_day,User_hour
-0.7261004972340656,,-0.02248476170437463,,,,,,,,,,,,,,,,,2024,2,3,18,,,,,,,,,,,,,,,,,,,,,2024.0,2.0,3.0,18.0,,,,,,,,
-0.689750886638054,,-0.029430368634223374,,,,,,,,,,,,,,,,,2024,3,25,20,,,,,,,,,,,,,,,,,,,,,2024.0,3.0,25.0,20.0,,,,,,,,
-0.7806249131280829,,-0.02247877169951985,,,,,,,,,,,,,,,,,2024,3,19,19,,,,,,,,,,,,,,,,,,,,,2024.0,3.0,19.0,20.0,,,,,,,,
-0.0536327012078507,,-0.02261982922500413,,,,,,,,,,,,,,,,,2024,2,15,21,,,,,,,,,,,,,,,,,,,,,2024.0,2.0,15.0,21.0,,,,,,,,
-0.14450672769787973,,-0.022409998564395118,,,,,,,,,,,,,,,,,2024,3,27,21,,,,,,,,,,,,,,,,,,,,,2024.0,3.0,27.0,21.0,,,,,,,,
-0.5080028336579958,,-0.05151576919429347,,,,,,,,,,,,,,,,,2024,3,14,20,,,,,,,,,,,,,,,,,,,,,2024.0,3.0,14.0,20.0,,,,,,,,
-0.7806249131280829,,-0.02247877169951985,,,,,,,,,,,,,,,,,2024,3,19,19,,,,,,,,,,,,,,,,,,,,,2024.0,3.0,19.0,20.0,,,,,,,,
-1.0259847846511614,,-0.02229946119251512,,,,,,,,,,,,,,,,,2024,1,22,18,,,,,,,,,,,,,,,,,,,,,2024.0,1.0,22.0,18.0,,,,,,,,
-0.0536327012078507,,-0.02261982922500413,,,,,,,,,,,,,,,,,2024,2,15,21,,,,,,,,,,,,,,,,,,,,,2024.0,2.0,15.0,21.0,,,,,,,,
-0.22629335153890587,,-0.0515157688441689,,,,,,,,,,,,,,,,,2024,1,31,20,,,,,,,,,,,,,,,,,,,,,2024.0,1.0,31.0,20.0,,,,,,,,
-1.0986840058431846,,-0.05121857488968564,,,,,,,,,,,,,,,,,2024,1,18,18,,,,,,,,,,,,,,,,,,,,,2024.0,1.0,18.0,22.0,,,,,,,,
-1.162295824386205,,-0.022622459372611203,,,,,,,,,,,,,,,,,2024,3,15,13,,,,,,,,,,,,,,,,,,,,,2024.0,3.0,15.0,13.0,,,,,,,,
1.1368170458115296,,-0.048246632137829655,,,,,,,,,,,,,,,,,2024,3,24,22,,,,,,,,,,,,,,,,,,,,,2024.0,3.0,24.0,22.0,,,,,,,,
-1.0259847846511614,,-0.02229946119251512,,,,,,,,,,,,,,,,,2024,1,22,18,,,,,,,,,,,,,,,,,,,,,2024.0,1.0,22.0,18.0,,,,,,,,
-0.22629335153890587,,-0.0515157688441689,,,,,,,,,,,,,,,,,2024,1,31,20,,,,,,,,,,,,,,,,,,,,,2024.0,1.0,31.0,20.0,,,,,,,,
-0.08089490915485942,,-0.02262293967586259,,,,,,,,,,,,,,,,,2024,3,10,16,,,,,,,,,,,,,,,,,,,,,2024.0,3.0,10.0,16.0,,,,,,,,
-0.08089490915485942,,-0.02262293967586259,,,,,,,,,,,,,,,,,2024,3,10,16,,,,,,,,,,,,,,,,,,,,,2024.0,3.0,10.0,18.0,,,,,,,,
-0.7533627051810743,,-0.022623149194529832,,,,,,,,,,,,,,,,,2024,5,15,19,,,,,,,,,,,,,,,,,,,,,2024.0,5.0,15.0,19.0,,,,,,,,
-1.4076556959092832,,-0.04794237645303945,,,,,,,,,,,,,,,,,2024,1,4,12,,,,,,,,,,,,,,,,,,,,,2024.0,1.0,4.0,12.0,,,,,,,,
-0.8078871210750916,,-0.022620377893757364,,,,,,,,,,,,,,,,,2024,4,2,20,,,,,,,,,,,,,,,,,2024.0,4.0,2.0,20.0,2024.0,4.0,2.0,20.0,,,,,,,,
-0.3807791965719552,,-0.022475919405222897,,,,,,,,,,,,,,,,,2024,4,9,20,,,,,,,,,,,,,,,,,2024.0,4.0,9.0,21.0,2024.0,4.0,9.0,21.0,,,,,,,,
-0.7806249131280829,,-0.05121857488968564,,,,,,,,,,,,,,,,,2024,4,10,19,,,,,,,,,,,,,,,,,2024.0,4.0,10.0,19.0,2024.0,4.0,10.0,19.0,,,,,,,,
-0.871498939618112,,-0.022094011211199745,,,,,,,,,,,,,,,,,2024,4,13,18,,,,,,,,,,,,,,,,,2024.0,4.0,13.0,19.0,2024.0,4.0,13.0,19.0,,,,,,,,
-0.871498939618112,,-0.022094011211199745,,,,,,,,,,,,,,,,,2024,4,13,18,,,,,,,,,,,,,,,,,2024.0,4.0,13.0,19.0,2024.0,4.0,13.0,19.0,,,,,,,,
-1.0168973820021585,,-0.0226240050696501,,,,,,,,,,,,,,,,,2024,4,21,13,,,,,,,,,,,,,,,,,2024.0,4.0,21.0,13.0,2024.0,4.0,21.0,13.0,,,,,,,,
-1.0168973820021585,,-0.0226240050696501,,,,,,,,,,,,,,,,,2024,4,21,13,,,,,,,,,,,,,,,,,2024.0,4.0,21.0,13.0,2024.0,4.0,21.0,13.0,,,,,,,,
-1.4167430985582863,,-0.02262296103934636,,,,,,,,,,,,,,,,,2024,4,23,13,,,,,,,,,,,,,,,,,2024.0,4.0,23.0,13.0,2024.0,4.0,23.0,13.0,,,,,,,,
0.17355236501722188,,-0.02247467776931427,,,,,,,,,,,,,,,,,2024,5,1,20,,,,,,,,,,,,,,,,,2024.0,5.0,1.0,21.0,2024.0,5.0,1.0,20.0,,,,,,,,
0.17355236501722188,,-0.02247467776931427,,,,,,,,,,,,,,,,,2024,5,1,20,,,,,,,,,,,,,,,,,2024.0,5.0,1.0,21.0,2024.0,5.0,1.0,20.0,,,,,,,,
-1.4167430985582863,,-0.025021608384294385,,,,,,,,,,,,,,,,,2024,5,2,12,,,,,,,,,,,,,,,,,2024.0,5.0,2.0,12.0,2024.0,5.0,2.0,12.0,,,,,,,,
0.6824469133613844,,-0.051515769176640136,,,,,,,,,,,,,,,,,2024,5,8,21,,,,,,,,,,,,,,,,,2024.0,5.0,9.0,0.0,2024.0,5.0,8.0,22.0,,,,,,,,
1.3003902934935818,,-0.047949370365098096,,,,,,,,,,,,,,,,,2024,5,11,22,,,,,,,,,,,,,,,,,2024.0,5.0,12.0,0.0,2024.0,5.0,11.0,22.0,,,,,,,,
-1.1168588111411903,,-0.051515769176640136,,,,,,,,,,,,,,,,,2024,5,22,14,,,,,,,,,,,,,,,,,2024.0,5.0,22.0,16.0,2024.0,5.0,22.0,14.0,,,,,,,,
-1.1168588111411903,,-0.051515769176640136,,,,,,,,,,,,,,,,,2024,5,22,14,,,,,,,,,,,,,,,,,2024.0,5.0,22.0,16.0,2024.0,5.0,22.0,14.0,,,,,,,,
0.43708704183830605,,-0.02258334398717687,,,,,,,,,,,,,,,,,2024,5,22,22,,,,,,,,,,,,,,,,,2024.0,5.0,23.0,0.0,2024.0,5.0,22.0,22.0,,,,,,,,
-1.3985682932602803,,-0.02328591121134761,,,,,,,,,,,,,,,,,2024,5,28,12,,,,,,,,,,,,,,,,,2024.0,5.0,28.0,14.0,2024.0,5.0,28.0,14.0,,,,,,,,
-1.3985682932602803,,-0.02328591121134761,,,,,,,,,,,,,,,,,2024,5,28,12,,,,,,,,,,,,,,,,,2024.0,5.0,28.0,14.0,2024.0,5.0,28.0,14.0,,,,,,,,
-0.8442367316711032,,-0.02262210609985312,,,,,,,,,,,,,,,,,2024,5,28,17,,,,,,,,,,,,,,,,,2024.0,5.0,28.0,19.0,2024.0,5.0,28.0,18.0,,,,,,,,
0.6370099001163699,,-0.022623064152506017,,,,,,,,,,,,,,,,,2024,6,2,20,,,,,,,,,,,,,,,,,2024.0,6.0,2.0,21.0,2024.0,6.0,2.0,21.0,,,,,,,,
-0.8078871210750916,,-0.022619359396067885,,,,,,,,,,,,,,,,,2024,6,4,20,,,,,,,,,,,,,,,,,2024.0,6.0,4.0,20.0,2024.0,6.0,4.0,20.0,,,,,,,,
-0.8896737449161178,,-0.0226175014467489,,,,,,,,,,,,,,,,,2024,6,5,18,,,,,,,,,,,,,,,,,2024.0,6.0,5.0,19.0,2024.0,6.0,5.0,19.0,,,,,,,,
-1.4076556959092832,,-0.048246632137829655,,,,,,,,,,,,,,,,,2024,6,7,12,,,,,,,,,,,,,,,,,2024.0,6.0,7.0,20.0,2024.0,6.0,7.0,13.0,,,,,,,,
-1.4076556959092832,,-0.048246632137829655,,,,,,,,,,,,,,,,,2024,6,7,12,,,,,,,,,,,,,,,,,2024.0,6.0,7.0,20.0,2024.0,6.0,7.0,13.0,,,,,,,,
-0.6443138733930394,,-0.022474417956281016,,,,,,,,,,,,,,,,,2024,6,20,20,,,,,,,,,,,,,,,,,2024.0,6.0,20.0,20.0,2024.0,6.0,20.0,20.0,,,,,,,,
-0.6443138733930394,,-0.022474417956281016,,,,,,,,,,,,,,,,,2024,6,20,20,,,,,,,,,,,,,,,,,2024.0,6.0,20.0,20.0,2024.0,6.0,20.0,20.0,,,,,,,,
-0.6443138733930394,,-0.022474417956281016,,,,,,,,,,,,,,,,,2024,6,20,20,,,,,,,,,,,,,,,,,2024.0,6.0,20.0,20.0,2024.0,6.0,20.0,20.0,,,,,,,,
-0.9805477714061468,,-0.022475328274302223,,,,,,,,,,,,,,,,,2024,6,28,18,,,,,,,,,,,,,,,,,2024.0,6.0,28.0,19.0,2024.0,6.0,28.0,19.0,,,,,,,,
0.028153922633175427,,-0.05151576919429347,,,,,,,,,,,,,,,,,2024,7,2,22,,,,,,,,,,,,,,,,,2024.0,7.0,3.0,0.0,2024.0,7.0,2.0,23.0,,,,,,,,
-0.24446815683691167,,-0.022623149194529832,,,,,,,,,,,,,,,,,2024,7,13,20,,,,,,,,,,,,,,,,,2024.0,7.0,14.0,0.0,2024.0,7.0,13.0,20.0,,,,,,,,
-0.2899051700819262,,-0.02265145032916516,,,,,,,,,,,,,,,,,2024,7,17,22,,,,,,,,,,,,,,,,,2024.0,7.0,17.0,23.0,2024.0,7.0,17.0,23.0,,,,,,,,
-0.47165322306198426,,-0.02247877169951985,,,,,,,,,,,,,,,,,2024,7,18,20,,,,,,,,,,,,,,,,,2024.0,7.0,18.0,21.0,2024.0,7.0,18.0,21.0,,,,,,,,
-0.47165322306198426,,-0.02247877169951985,,,,,,,,,,,,,,,,,2024,7,18,20,,,,,,,,,,,,,,,,,2024.0,7.0,18.0,21.0,2024.0,7.0,18.0,21.0,,,,,,,,
-0.11724451975087102,,-0.02262032446592348,,,,,,,,,,,,,,,,,2024,7,20,20,,,,,,,,,,,,,,,,,2024.0,7.0,20.0,21.0,2024.0,7.0,20.0,20.0,,,,,,,,
-1.2349950455782281,,-0.022187869410167392,,,,,,,,,,,,,,,,,2024,7,21,13,,,,,,,,,,,,,,,,,2024.0,7.0,21.0,14.0,2024.0,7.0,21.0,13.0,,,,,,,,
0.2371641835602422,,-0.05148307782696528,,,,,,,,,,,,,,,,,2024,7,23,21,,,,,,,,,,,,,,,,,2024.0,7.0,23.0,22.0,2024.0,7.0,23.0,22.0,,,,,,,,
0.2371641835602422,,-0.05148307782696528,,,,,,,,,,,,,,,,,2024,7,23,21,,,,,,,,,,,,,,,,,2024.0,7.0,23.0,22.0,2024.0,7.0,23.0,22.0,,,,,,,,
0.2371641835602422,,-0.05148307782696528,,,,,,,,,,,,,,,,,2024,7,23,21,,,,,,,,,,,,,,,,,2024.0,7.0,23.0,22.0,2024.0,7.0,23.0,22.0,,,,,,,,
-1.4258305012072892,,-0.02261876920371646,,,,,,,,,,,,,,,,,2024,8,4,12,,,,,,,,,,,,,,,,,2024.0,8.0,4.0,12.0,2024.0,8.0,4.0,12.0,,,,,,,,
-1.3985682932602803,,-0.02262164981397097,,,,,,,,,,,,,,,,,2024,8,5,13,,,,,,,,,,,,,,,,,2024.0,8.0,5.0,13.0,2024.0,8.0,5.0,13.0,,,,,,,,
-1.0805092005451788,,-0.02262234685904793,,,,,,,,,,,,,,,,,2024,8,8,14,,,,,,,,,,,,,,,,,2024.0,8.0,8.0,14.0,2024.0,8.0,8.0,14.0,,,,,,,,
-1.0805092005451788,,-0.02262234685904793,,,,,,,,,,,,,,,,,2024,8,8,14,,,,,,,,,,,,,,,,,2024.0,8.0,8.0,14.0,2024.0,8.0,8.0,14.0,,,,,,,,
-1.0805092005451788,,-0.02262234685904793,,,,,,,,,,,,,,,,,2024,8,8,14,,,,,,,,,,,,,,,,,2024.0,8.0,8.0,14.0,2024.0,8.0,8.0,14.0,,,,,,,,
0.3007760021032625,,-0.022619719741930916,,,,,,,,,,,,,,,,,2024,8,11,19,,,,,,,,,,,,,,,,,2024.0,8.0,11.0,20.0,2024.0,8.0,11.0,19.0,,,,,,,,
0.3007760021032625,,-0.022619719741930916,,,,,,,,,,,,,,,,,2024,8,11,19,,,,,,,,,,,,,,,,,2024.0,8.0,11.0,20.0,2024.0,8.0,11.0,19.0,,,,,,,,
0.06450353322918703,,-0.022622142295084816,,,,,,,,,,,,,,,,,2024,8,15,19,,,,,,,,,,,,,,,,,2024.0,8.0,15.0,20.0,2024.0,8.0,15.0,19.0,,,,,,,,
-1.4258305012072892,,-0.022622916361684734,,,,,,,,,,,,,,,,,2024,8,18,11,,,,,,,,,,,,,,,,,2024.0,8.0,18.0,12.0,2024.0,8.0,18.0,11.0,,,,,,,,
-0.48982802835999006,,-0.022475572034564857,,,,,,,,,,,,,,,,,2024,8,22,20,,,,,,,,,,,,,,,,,2024.0,8.0,22.0,21.0,2024.0,8.0,22.0,21.0,,,,,,,,
-0.48982802835999006,,-0.022475572034564857,,,,,,,,,,,,,,,,,2024,8,22,20,,,,,,,,,,,,,,,,,2024.0,8.0,22.0,21.0,2024.0,8.0,22.0,21.0,,,,,,,,
-0.48982802835999006,,-0.022475572034564857,,,,,,,,,,,,,,,,,2024,8,22,20,,,,,,,,,,,,,,,,,2024.0,8.0,22.0,21.0,2024.0,8.0,22.0,21.0,,,,,,,,
0.8551075636924396,,-0.030857148487236034,,,,,,,,,,,,,,,,,2024,8,24,21,,,,,,,,,,,,,,,,,2024.0,8.0,24.0,22.0,2024.0,8.0,24.0,21.0,,,,,,,,
-1.05324699259817,,-0.024378313214634396,,,,,,,,,,,,,,,,,2024,8,27,17,,,,,,,,,,,,,,,,,2024.0,8.0,27.0,19.0,2024.0,8.0,27.0,17.0,,,,,,,,
-1.05324699259817,,-0.024378313214634396,,,,,,,,,,,,,,,,,2024,8,27,17,,,,,,,,,,,,,,,,,2024.0,8.0,27.0,19.0,2024.0,8.0,27.0,17.0,,,,,,,,
-1.05324699259817,,-0.024378313214634396,,,,,,,,,,,,,,,,,2024,8,27,17,,,,,,,,,,,,,,,,,2024.0,8.0,27.0,19.0,2024.0,8.0,27.0,17.0,,,,,,,,
-1.05324699259817,,-0.024378313214634396,,,,,,,,,,,,,,,,,2024,8,27,17,,,,,,,,,,,,,,,,,2024.0,8.0,27.0,19.0,2024.0,8.0,27.0,17.0,,,,,,,,
-1.0350721873001643,,-0.023940826553858777,,,,,,,,,,,,,,,,,2024,9,2,18,,,,,,,,,,,,,,,,,2024.0,9.0,2.0,19.0,2024.0,9.0,2.0,19.0,,,,,,,,
-1.0350721873001643,,-0.023940826553858777,,,,,,,,,,,,,,,,,2024,9,2,18,,,,,,,,,,,,,,,,,2024.0,9.0,2.0,19.0,2024.0,9.0,2.0,19.0,,,,,,,,
-1.0350721873001643,,-0.023940826553858777,,,,,,,,,,,,,,,,,2024,9,2,18,,,,,,,,,,,,,,,,,2024.0,9.0,2.0,19.0,2024.0,9.0,2.0,19.0,,,,,,,,
-0.9714603687571439,,-0.02262107018714361,,,,,,,,,,,,,,,,,2024,9,3,14,,,,,,,,,,,,,,,,,2024.0,9.0,3.0,15.0,2024.0,9.0,3.0,15.0,,,,,,,,
-1.0168973820021585,,-0.02379346853068919,,,,,,,,,,,,,,,,,2024,9,4,18,,,,,,,,,,,,,,,,,2024.0,9.0,4.0,21.0,2024.0,9.0,4.0,19.0,,,,,,,,
-1.0168973820021585,,-0.02379346853068919,,,,,,,,,,,,,,,,,2024,9,4,18,,,,,,,,,,,,,,,,,2024.0,9.0,4.0,21.0,2024.0,9.0,4.0,19.0,,,,,,,,
-1.0168973820021585,,-0.02379346853068919,,,,,,,,,,,,,,,,,2024,9,4,18,,,,,,,,,,,,,,,,,2024.0,9.0,4.0,21.0,2024.0,9.0,4.0,19.0,,,,,,,,
-1.0168973820021585,,-0.02379346853068919,,,,,,,,,,,,,,,,,2024,9,4,18,,,,,,,,,,,,,,,,,2024.0,9.0,4.0,21.0,2024.0,9.0,4.0,19.0,,,,,,,,
-0.9078485502141236,,-0.02240970573373139,,,,,,,,,,,,,,,,,2024,9,5,19,,,,,,,,,,,,,,,,,2024.0,9.0,5.0,19.0,2024.0,9.0,5.0,19.0,,,,,,,,
-1.4167430985582863,,-0.02328591121134761,,,,,,,,,,,,,,,,,2024,9,11,11,,,,,,,,,,,,,,,,,2024.0,9.0,11.0,13.0,2024.0,9.0,11.0,12.0,,,,,,,,
0.8914571742884513,,-0.030857148487236034,,,,,,,,,,,,,,,,,2024,9,14,21,,,,,,,,,,,,,,,,,2024.0,9.0,14.0,22.0,2024.0,9.0,14.0,21.0,,,,,,,,
-1.3167816694192542,,-0.022618073673884527,,,,,,,,,,,,,,,,,2024,9,15,12,,,,,,,,,,,,,,,,,2024.0,9.0,15.0,13.0,2024.0,9.0,15.0,13.0,,,,,,,,
-0.77153751047908,,-0.022619348177370237,,,,,,,,,,,,,,,,,2024,9,21,18,,,,,,,,,,,,,,,,,2024.0,9.0,21.0,19.0,2024.0,9.0,21.0,19.0,,,,,,,,
-0.77153751047908,,-0.022619348177370237,,,,,,,,,,,,,,,,,2024,9,21,18,,,,,,,,,,,,,,,,,2024.0,9.0,21.0,19.0,2024.0,9.0,21.0,19.0,,,,,,,,
-0.77153751047908,,-0.022619348177370237,,,,,,,,,,,,,,,,,2024,9,21,18,,,,,,,,,,,,,,,,,2024.0,9.0,21.0,19.0,2024.0,9.0,21.0,19.0,,,,,,,,
-0.77153751047908,,-0.022619348177370237,,,,,,,,,,,,,,,,,2024,9,21,18,,,,,,,,,,,,,,,,,2024.0,9.0,21.0,19.0,2024.0,9.0,21.0,19.0,,,,,,,,
-0.77153751047908,,-0.022619348177370237,,,,,,,,,,,,,,,,,2024,9,21,18,,,,,,,,,,,,,,,,,2024.0,9.0,21.0,19.0,2024.0,9.0,21.0,19.0,,,,,,,,
-0.77153751047908,,-0.022619348177370237,,,,,,,,,,,,,,,,,2024,9,21,18,,,,,,,,,,,,,,,,,2024.0,9.0,21.0,19.0,2024.0,9.0,21.0,19.0,,,,,,,,
-0.77153751047908,,-0.022619348177370237,,,,,,,,,,,,,,,,,2024,9,21,18,,,,,,,,,,,,,,,,,2024.0,9.0,21.0,19.0,2024.0,9.0,21.0,19.0,,,,,,,,
1.5457501650166603,,-0.05151576919429347,,,,,,,,,,,,,,,,,2024,9,21,22,,,,,,,,,,,,,,,,,2024.0,9.0,22.0,0.0,2024.0,9.0,21.0,22.0,,,,,,,,
1.5457501650166603,,-0.05151576919429347,,,,,,,,,,,,,,,,,2024,9,21,22,,,,,,,,,,,,,,,,,2024.0,9.0,22.0,0.0,2024.0,9.0,21.0,22.0,,,,,,,,
-0.5807020548500191,,-0.05151576919429347,,,,,,,,,,,,,,,,,2024,9,28,19,,,,,,,,,,,,,,,,,2024.0,9.0,28.0,20.0,2024.0,9.0,28.0,19.0,,,,,,,,
-0.5807020548500191,,-0.05151576919429347,,,,,,,,,,,,,,,,,2024,9,28,19,,,,,,,,,,,,,,,,,2024.0,9.0,28.0,20.0,2024.0,9.0,28.0,19.0,,,,,,,,
-0.5807020548500191,,-0.05151576919429347,,,,,,,,,,,,,,,,,2024,9,28,19,,,,,,,,,,,,,,,,,2024.0,9.0,28.0,20.0,2024.0,9.0,28.0,19.0,,,,,,,,
-0.5807020548500191,,-0.05151576919429347,,,,,,,,,,,,,,,,,2024,9,28,19,,,,,,,,,,,,,,,,,2024.0,9.0,28.0,20.0,2024.0,9.0,28.0,19.0,,,,,,,,
-1.353131280015266,,-0.02240970573373139,,,,,,,,,,,,,,,,,2024,9,29,12,,,,,,,,,,,,,,,,,2024.0,9.0,29.0,13.0,2024.0,9.0,29.0,12.0,,,,,,,,
-1.353131280015266,,-0.02240970573373139,,,,,,,,,,,,,,,,,2024,9,29,12,,,,,,,,,,,,,,,,,2024.0,9.0,29.0,13.0,2024.0,9.0,29.0,12.0,,,,,,,,
-1.353131280015266,,-0.02240970573373139,,,,,,,,,,,,,,,,,2024,9,29,12,,,,,,,,,,,,,,,,,2024.0,9.0,29.0,13.0,2024.0,9.0,29.0,12.0,,,,,,,,
-1.353131280015266,,-0.02240970573373139,,,,,,,,,,,,,,,,,2024,9,29,12,,,,,,,,,,,,,,,,,2024.0,9.0,29.0,13.0,2024.0,9.0,29.0,12.0,,,,,,,,
1.1095548378645208,,-0.02247877169951985,,,,,,,,,,,,,,,,,2024,10,5,23,,,,,,,,,,,,,,,,,2024.0,10.0,6.0,1.0,2024.0,10.0,5.0,23.0,,,,,,,,
-1.4258305012072892,,-0.02232870757230509,,,,,,,,,,,,,,,,,2024,10,9,11,,,,,,,,,,,,,,,,,2024.0,10.0,9.0,19.0,2024.0,10.0,9.0,11.0,,,,,,,,
0.11902794912320445,,-0.05151576919429347,,,,,,,,,,,,,,,,,2024,10,9,22,,,,,,,,,,,,,,,,,2024.0,10.0,9.0,23.0,2024.0,10.0,9.0,22.0,,,,,,,,
0.6460973027653728,,-0.022623073514660728,,,,,,,,,,,,,,,,,2024,10,13,19,,,,,,,,,,,,,,,,,2024.0,10.0,13.0,19.0,2024.0,10.0,13.0,19.0,,,,,,,,
0.6460973027653728,,-0.022623073514660728,,,,,,,,,,,,,,,,,2024,10,13,19,,,,,,,,,,,,,,,,,2024.0,10.0,13.0,19.0,2024.0,10.0,13.0,19.0,,,,,,,,
0.6460973027653728,,-0.022623073514660728,,,,,,,,,,,,,,,,,2024,10,13,19,,,,,,,,,,,,,,,,,2024.0,10.0,13.0,19.0,2024.0,10.0,13.0,19.0,,,,,,,,
0.6460973027653728,,-0.022623073514660728,,,,,,,,,,,,,,,,,2024,10,13,19,,,,,,,,,,,,,,,,,2024.0,10.0,13.0,19.0,2024.0,10.0,13.0,19.0,,,,,,,,
0.6460973027653728,,-0.022623073514660728,,,,,,,,,,,,,,,,,2024,10,13,19,,,,,,,,,,,,,,,,,2024.0,10.0,13.0,19.0,2024.0,10.0,13.0,19.0,,,,,,,,
0.6460973027653728,,-0.022623073514660728,,,,,,,,,,,,,,,,,2024,10,13,19,,,,,,,,,,,,,,,,,2024.0,10.0,13.0,19.0,2024.0,10.0,13.0,19.0,,,,,,,,
0.6460973027653728,,-0.022623073514660728,,,,,,,,,,,,,,,,,2024,10,13,19,,,,,,,,,,,,,,,,,2024.0,10.0,13.0,19.0,2024.0,10.0,13.0,19.0,,,,,,,,
-0.871498939618112,,-0.022624047269959664,,,,,,,,,,,,,,,,,2024,10,15,19,,,,,,,,,,,,,,,,,2024.0,10.0,15.0,19.0,2024.0,10.0,15.0,19.0,,,,,,,,
1.672973802102701,,-0.030856596679130485,,,,,,,,,,,,,,,,,2024,9,15,22,,,,,,,,,,,,,,,,,,,,,2024.0,9.0,15.0,22.0,,,,,,,,
-0.18085633829389136,,-0.022483903284231162,,,,,,,,,,,,,,,,,2024,3,10,15,,,,,,,,,,,,,,,,,,,,,2024.0,3.0,10.0,15.0,,,,,,,,
