Customer_Name,Invoice_No_,Sum_of_Sub_Total,Phone,Quantity,Staff_year,Staff_month,Staff_day,Staff_hour,Area_year,Area_month,Area_day,Area_hour,Status_year,Status_month,Status_day,Status_hour,Table_No__year,Table_No__month,Table_No__day,Table_No__hour,Date_year,Date_month,Date_day,Date_hour,Item_Name_year,Item_Name_month,Item_Name_day,Item_Name_hour
,-0.9292145150082601,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,2,0,,,,
,-0.9268198231994429,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,2,0,,,,
,-0.9244251313906257,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,2,0,,,,
,-0.9220304395818083,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,2,0,,,,
,-0.9196357477729911,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,2,0,,,,
,-0.9172410559641737,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,2,0,,,,
,-0.9100569805377219,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.9052675969200873,,,1.08685650342295,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.9052675969200873,,,1.9357497414758682,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.9052675969200873,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.90287290511127,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.9004782133024527,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.9004782133024527,,,1.08685650342295,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.8885047542583663,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.8837153706407317,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.8813206788319145,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.8741366034054626,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.869347219787828,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.8669525279790107,,,1.9357497414758682,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.8645578361701934,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.8621631443613761,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.8621631443613761,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.8597684525525588,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.8573737607437416,,,1.08685650342295,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.8573737607437416,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.8549790689349243,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.8549790689349243,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.852584377126107,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.8501896853172897,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.8477949935084724,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.8454003016996551,,,1.9357497414758682,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.8430056098908378,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.8430056098908378,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.8430056098908378,,,1.08685650342295,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.8430056098908378,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.8406109180820206,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.8406109180820206,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.835821534464386,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.8334268426555687,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.8310321508467514,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.8286374590379341,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.8262427672291168,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.8214533836114822,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.8166639999938476,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.8142693081850304,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.8142693081850304,,,1.08685650342295,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.811874616376213,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.8094799245673958,,,2.784642979528786,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.8094799245673958,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.8094799245673958,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.8046905409497612,,,1.9357497414758682,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.802295849140944,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.7999011573321266,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,3,0,,,,
,-0.795111773714492,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.7927170819056748,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.7903223900968576,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.7879276982880402,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.785533006479223,,,1.08685650342295,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.7831383146704056,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.7807436228615884,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.778348931052771,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.7711648556263192,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.7663754720086846,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.7591913965822328,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.7567967047734155,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.7544020129645982,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.752007321155781,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.7496126293469636,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.7472179375381464,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.744823245729329,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.7376391703028772,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.7352444784940599,,,1.08685650342295,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.7328497866852426,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.728060403067608,,,1.9357497414758682,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.7256657112587908,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.7232710194499735,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.7208763276411562,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.7184816358323389,,,1.08685650342295,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.7160869440235216,,,1.08685650342295,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.7160869440235216,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.711297560405887,,,1.08685650342295,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.711297560405887,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.7089028685970697,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.7065081767882525,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.7065081767882525,,,1.9357497414758682,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.7041134849794352,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.7017187931706179,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.6993241013618006,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.6969294095529833,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.6969294095529833,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.6921400259353487,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.6897453341265315,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.6897453341265315,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.6897453341265315,,,-1.035376591709345,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.6897453341265315,,,1.08685650342295,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.6897453341265315,,,-1.035376591709345,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.6873506423177141,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.6873506423177141,,,1.9357497414758682,,,,,,,,,,,,,,,,,2024,10,4,0,,,,
,-0.6801665668912623,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.677771875082445,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.6753771832736277,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.6729824914648104,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.6681931078471759,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.6657984160383585,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.6657984160383585,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.6634037242295413,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.6538249569942721,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.6538249569942721,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.6514302651854549,,,1.08685650342295,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.6514302651854549,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.6514302651854549,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.6514302651854549,,,1.9357497414758682,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.6490355733766375,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.6466408815678203,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.6442461897590029,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.6394568061413684,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.6370621143325511,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.6322727307149165,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.6274833470972819,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.6202992716708301,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.6202992716708301,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.6179045798620129,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.6155098880531955,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.6131151962443783,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.6083258126267437,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.6059311208179263,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.6035364290091091,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.6011417372002918,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.5987470453914745,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.5939576617738399,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.5915629699650227,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.5867735863473881,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.5867735863473881,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.5843788945385708,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.5795895109209362,,,1.9357497414758682,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.5771948191121189,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.5748001273033017,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.5724054354944843,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.5700107436856671,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.5652213600680325,,,1.9357497414758682,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.5628266682592152,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.5604319764503979,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.5556425928327633,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.553247901023946,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.553247901023946,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.5508532092151288,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.5484585174063115,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.5460638255974942,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.5436691337886769,,,2.784642979528786,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.5412744419798596,,,1.08685650342295,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.5388797501710423,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.536485058362225,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.5293009829357732,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.5245115993181386,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.5221169075093213,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.519722215700504,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.5173275238916868,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,5,0,,,,
,-0.5053540648476003,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,6,0,,,,
,-0.49816998942114843,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,6,0,,,,
,-0.4838018385682447,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,6,0,,,,
,-0.4814071467594274,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,6,0,,,,
,-0.4790124549506101,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,6,0,,,,
,-0.4742230713329756,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,6,0,,,,
,-0.4742230713329756,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,6,0,,,,
,-0.4718283795241583,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,6,0,,,,
,-0.469433687715341,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,6,0,,,,
,-0.4670389959065237,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,6,0,,,,
,-0.4646443040977064,,,1.9357497414758682,,,,,,,,,,,,,,,,,2024,10,6,0,,,,
,-0.4622496122888891,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,6,0,,,,
,-0.45985492048007187,,,0.23796326537003204,,,,,,,,,,,,,,,,,2024,10,6,0,,,,
,-0.45985492048007187,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,6,0,,,,
,-0.4574602286712546,,,1.08685650342295,,,,,,,,,,,,,,,,,2024,10,6,0,,,,
,-0.4550655368624373,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,6,0,,,,
,-0.45267084505362,,,1.9357497414758682,,,,,,,,,,,,,,,,,2024,10,6,0,,,,
,-0.42632923515662985,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,6,0,,,,
,-0.42632923515662985,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,6,0,,,,
,-0.42393454334781255,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,6,0,,,,
,-0.41914515973017796,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,6,0,,,,
,-0.4143557761125434,,,-0.610929972682886,,,,,,,,,,,,,,,,,2024,10,6,0,,,,
