Date,Item_Name,Qty_,Timestamp,Raw_Material,Unit,Qty,converted_qty,Purchase_Unit,Consumption_Unit,Conversion_Qty
2023-08-04,TEA,2.0,2023-08-04 13:38:05+00:00,Sugar,GM,15.0,0.015,Kg,GM,1000
2024-04-09,TEA,2.0,2024-04-09 19:42:40+00:00,Sugar,GM,15.0,0.015,Kg,GM,1000
2024-03-18,TEA,2.0,2024-03-18 19:10:31+00:00,Sugar,GM,15.0,0.015,Kg,GM,1000
2023-09-25,TEA,1.0,2023-09-25 14:11:37+00:00,Ginger,GM,10.0,0.01,Kg,GM,1000
2024-03-08,TEA,0.5,2024-03-08 14:02:24+00:00,Ginger,GM,10.0,0.01,Kg,GM,1000
2024-03-17,TEA,1.0,2024-03-17 17:24:36+00:00,Ginger,GM,10.0,0.01,Kg,GM,1000
2023-08-04,TEA,1.0,2023-08-04 13:38:05+00:00,Ginger,GM,10.0,0.01,Kg,GM,1000
2023-07-19,TEA,2.0,2023-07-19 13:42:32+00:00,Ginger,GM,10.0,0.01,Kg,GM,1000
2024-03-27,TEA,2.0,2024-03-27 18:06:19+00:00,Ginger,GM,10.0,0.01,Kg,GM,1000
2024-06-05,TEA,1.0,2024-06-05 19:09:37+00:00,Ginger,GM,10.0,0.01,Kg,GM,1000
2024-03-05,TEA,2.0,2024-03-05 12:34:36+00:00,Ginger,GM,10.0,0.01,Kg,GM,1000
2023-12-23,TEA,1.0,2023-12-23 12:38:39+00:00,Ginger,GM,10.0,0.01,Kg,GM,1000
2023-09-07,TEA,1.0,2023-09-07 21:40:19+00:00,Ginger,GM,10.0,0.01,Kg,GM,1000
2024-01-10,TEA,1.0,2024-01-10 16:06:54+00:00,Ginger,GM,10.0,0.01,Kg,GM,1000
2023-11-01,TEA,0.5,2023-11-01 19:17:04+00:00,Ginger,GM,10.0,0.01,Kg,GM,1000
2024-04-13,TEA,3.0,2024-04-13 19:59:51+00:00,Ginger,GM,10.0,0.01,Kg,GM,1000
2024-06-13,TEA,1.0,2024-06-13 19:06:09+00:00,Ginger,GM,10.0,0.01,Kg,GM,1000
2023-12-21,TEA,2.0,2023-12-21 13:22:54+00:00,Ginger,GM,10.0,0.01,Kg,GM,1000
2024-05-31,TEA,1.0,2024-05-31 19:10:36+00:00,Ginger,GM,10.0,0.01,Kg,GM,1000
2024-02-17,TEA,1.0,2024-02-17 17:01:27+00:00,Ginger,GM,10.0,0.01,Kg,GM,1000
2024-03-19,TEA,1.0,2024-03-19 12:04:20+00:00,Ginger,GM,10.0,0.01,Kg,GM,1000
2024-03-14,TEA,1.0,2024-03-14 19:34:33+00:00,Ginger,GM,10.0,0.01,Kg,GM,1000
2024-06-09,TEA,1.0,2024-06-09 19:19:44+00:00,Ginger,GM,10.0,0.01,Kg,GM,1000
2024-01-25,TEA,2.0,2024-01-25 19:08:33+00:00,Ginger,GM,10.0,0.01,Kg,GM,1000
2024-01-16,TEA,1.0,2024-01-16 11:58:03+00:00,Milk 3 Fat,ML,50.0,0.1,PKT,ML,500
2023-10-02,TEA,2.0,2023-10-03 00:17:37+00:00,Milk 3 Fat,ML,50.0,0.1,PKT,ML,500
2024-03-16,TEA,1.0,2024-03-16 19:36:41+00:00,Milk 3 Fat,ML,50.0,0.1,PKT,ML,500
2024-03-27,TEA,2.0,2024-03-27 18:06:19+00:00,Milk 3 Fat,ML,50.0,0.1,PKT,ML,500
2024-03-19,TEA,1.0,2024-03-19 12:04:20+00:00,Milk 3 Fat,ML,50.0,0.1,PKT,ML,500
2024-06-16,TEA,1.0,2024-06-16 11:56:08+00:00,Milk 3 Fat,ML,50.0,0.1,PKT,ML,500
2024-06-03,TEA,1.0,2024-06-03 19:07:13+00:00,Milk 3 Fat,ML,50.0,0.1,PKT,ML,500
2023-11-29,TEA,3.0,2023-11-29 16:05:02+00:00,Milk 3 Fat,ML,50.0,0.1,PKT,ML,500
2024-03-28,TEA,1.0,2024-03-28 19:04:39+00:00,Milk 3 Fat,ML,50.0,0.1,PKT,ML,500
2023-07-08,TEA,1.0,2023-07-09 00:49:20+00:00,Milk 3 Fat,ML,50.0,0.1,PKT,ML,500
2023-11-22,TEA,4.0,2023-11-22 22:12:48+00:00,Milk 3 Fat,ML,50.0,0.1,PKT,ML,500
2024-03-30,TEA,1.0,2024-03-30 19:53:31+00:00,Milk 3 Fat,ML,50.0,0.1,PKT,ML,500
2023-08-31,TEA,1.0,2023-09-01 00:34:48+00:00,Milk 3 Fat,ML,50.0,0.1,PKT,ML,500
2023-07-11,TEA,1.0,2023-07-11 13:28:37+00:00,Milk 3 Fat,ML,50.0,0.1,PKT,ML,500
2024-06-08,TEA,1.0,2024-06-08 19:30:40+00:00,Milk 3 Fat,ML,50.0,0.1,PKT,ML,500
2024-03-25,TEA,1.0,2024-03-25 18:50:33+00:00,Milk 3 Fat,ML,50.0,0.1,PKT,ML,500
2024-03-15,TEA,1.0,2024-03-15 19:27:47+00:00,Milk 3 Fat,ML,50.0,0.1,PKT,ML,500
2023-12-03,TEA,1.0,2023-12-03 14:33:16+00:00,Milk 3 Fat,ML,50.0,0.1,PKT,ML,500
2023-12-07,TEA,1.0,2023-12-07 13:03:27+00:00,Milk 3 Fat,ML,50.0,0.1,PKT,ML,500
2024-03-17,TEA,1.0,2024-03-17 17:24:36+00:00,Milk 3 Fat,ML,50.0,0.1,PKT,ML,500
2024-04-14,TEA,1.0,2024-04-14 22:12:05+00:00,Milk 3 Fat,ML,50.0,0.1,PKT,ML,500
2024-05-30,TEA,1.0,2024-05-30 18:41:56+00:00,Milk 3 Fat,ML,50.0,0.1,PKT,ML,500
2024-06-06,TEA,2.0,2024-06-06 19:16:16+00:00,Milk 3 Fat,ML,50.0,0.1,PKT,ML,500
2023-07-16,TEA,1.0,2023-07-16 19:41:57+00:00,Milk 3 Fat,ML,50.0,0.1,PKT,ML,500
2024-04-26,TEA,1.0,2024-04-26 19:14:46+00:00,Milk 3 Fat,ML,50.0,0.1,PKT,ML,500
2023-07-01,TEA,1.0,2023-07-01 14:13:32+00:00,Milk 3 Fat,ML,50.0,0.1,PKT,ML,500
2023-11-22,TEA,4.0,2023-11-22 18:23:52+00:00,TEA POWDER,GM,10.0,0.01,Kg,GM,1000
2024-03-17,TEA,1.0,2024-03-17 17:24:36+00:00,TEA POWDER,GM,10.0,0.01,Kg,GM,1000
2024-05-23,TEA,1.0,2024-05-23 18:14:26+00:00,TEA POWDER,GM,10.0,0.01,Kg,GM,1000
2023-09-20,TEA,0.5,2023-09-20 23:44:50+00:00,TEA POWDER,GM,10.0,0.01,Kg,GM,1000
2024-06-02,TEA,1.0,2024-06-02 19:17:58+00:00,TEA POWDER,GM,10.0,0.01,Kg,GM,1000
2024-06-06,TEA,1.0,2024-06-06 19:16:16+00:00,TEA POWDER,GM,10.0,0.01,Kg,GM,1000
2023-10-18,TEA,2.0,2023-10-18 17:23:28+00:00,TEA POWDER,GM,10.0,0.01,Kg,GM,1000
2023-11-18,TEA,1.0,2023-11-18 15:46:15+00:00,TEA POWDER,GM,10.0,0.01,Kg,GM,1000
2024-02-28,TEA,2.0,2024-02-28 22:25:46+00:00,TEA POWDER,GM,10.0,0.01,Kg,GM,1000
2023-07-25,TEA,1.0,2023-07-25 15:49:23+00:00,TEA POWDER,GM,10.0,0.01,Kg,GM,1000
2024-03-24,TEA,2.0,2024-03-24 15:30:52+00:00,TEA POWDER,GM,10.0,0.01,Kg,GM,1000
2023-09-02,TEA,1.0,2023-09-02 15:28:48+00:00,TEA POWDER,GM,10.0,0.01,Kg,GM,1000
2023-07-13,TEA,1.0,2023-07-13 22:02:09+00:00,TEA POWDER,GM,10.0,0.01,Kg,GM,1000
2023-07-15,TEA,4.0,2023-07-15 17:44:55+00:00,TEA POWDER,GM,10.0,0.01,Kg,GM,1000
2024-05-06,TEA,2.0,2024-05-06 19:07:40+00:00,TEA POWDER,GM,10.0,0.01,Kg,GM,1000
2023-09-25,TEA,0.5,2023-09-26 00:01:00+00:00,TEA POWDER,GM,10.0,0.01,Kg,GM,1000
2024-06-02,TEA,1.0,2024-06-02 19:17:58+00:00,TEA POWDER,GM,10.0,0.01,Kg,GM,1000
2024-06-05,TEA,1.0,2024-06-05 19:09:37+00:00,TEA POWDER,GM,10.0,0.01,Kg,GM,1000
2024-06-16,TEA,1.0,2024-06-16 11:56:08+00:00,TEA POWDER,GM,10.0,0.01,Kg,GM,1000
2024-05-13,TEA,0.5,2024-05-13 18:01:49+00:00,TEA POWDER,GM,10.0,0.01,Kg,GM,1000
2024-05-10,TEA,1.0,2024-05-10 12:54:19+00:00,TEA POWDER,GM,10.0,0.01,Kg,GM,1000
2023-10-19,TEA,3.0,2023-10-19 22:25:34+00:00,TEA POWDER,GM,10.0,0.01,Kg,GM,1000
2024-06-15,TEA,1.0,2024-06-15 18:58:35+00:00,TEA POWDER,GM,10.0,0.01,Kg,GM,1000
2023-12-25,TEA,1.0,2023-12-25 21:14:44+00:00,TEA POWDER,GM,10.0,0.01,Kg,GM,1000
2023-07-01,TEA,1.0,2023-07-01 14:13:32+00:00,TEA POWDER,GM,10.0,0.01,Kg,GM,1000
2023-10-18,TEA,4.0,2023-10-18 17:51:17+00:00,TEA POWDER,GM,10.0,0.01,Kg,GM,1000
2024-06-13,TEA,1.0,2024-06-13 19:06:09+00:00,TEA POWDER,GM,10.0,0.01,Kg,GM,1000
2023-08-31,TEA,4.0,2023-08-31 22:56:38+00:00,TEA POWDER,GM,10.0,0.01,Kg,GM,1000
2024-02-28,TEA,1.0,2024-02-28 22:25:46+00:00,TEA POWDER,GM,10.0,0.01,Kg,GM,1000
2023-10-03,TEA,1.0,2023-10-03 12:42:41+00:00,TEA POWDER,GM,10.0,0.01,Kg,GM,1000
2023-12-05,TEA,1.0,2023-12-05 22:00:37+00:00,Green Elaichi,GM,4.0,0.004,Kg,GM,1000
2024-01-05,TEA,1.0,2024-01-05 23:50:03+00:00,Green Elaichi,GM,4.0,0.004,Kg,GM,1000
2024-06-03,TEA,2.0,2024-06-03 19:07:13+00:00,Green Elaichi,GM,4.0,0.004,Kg,GM,1000
2023-10-09,TEA,1.0,2023-10-09 13:59:44+00:00,Green Elaichi,GM,4.0,0.004,Kg,GM,1000
2023-09-26,TEA,2.0,2023-09-26 13:12:12+00:00,Green Elaichi,GM,4.0,0.004,Kg,GM,1000
2024-05-07,TEA,1.0,2024-05-07 14:43:51+00:00,Green Elaichi,GM,4.0,0.004,Kg,GM,1000
2023-10-09,TEA,1.0,2023-10-09 22:39:49+00:00,Green Elaichi,GM,4.0,0.004,Kg,GM,1000
2024-03-25,TEA,1.0,2024-03-25 18:50:33+00:00,Green Elaichi,GM,4.0,0.004,Kg,GM,1000
2024-06-10,TEA,1.0,2024-06-10 19:00:56+00:00,Green Elaichi,GM,4.0,0.004,Kg,GM,1000
2024-05-09,TEA,1.0,2024-05-09 13:12:24+00:00,Green Elaichi,GM,4.0,0.004,Kg,GM,1000
2024-03-03,TEA,1.0,2024-03-03 23:47:56+00:00,Green Elaichi,GM,4.0,0.004,Kg,GM,1000
2024-05-07,TEA,1.0,2024-05-07 18:17:38+00:00,Green Elaichi,GM,4.0,0.004,Kg,GM,1000
2024-06-10,TEA,1.0,2024-06-10 19:00:56+00:00,Green Elaichi,GM,4.0,0.004,Kg,GM,1000
2024-04-04,TEA,1.0,2024-04-04 19:38:56+00:00,Green Elaichi,GM,4.0,0.004,Kg,GM,1000
2024-06-15,TEA,1.0,2024-06-15 18:58:35+00:00,Green Elaichi,GM,4.0,0.004,Kg,GM,1000
2024-04-03,TEA,1.0,2024-04-03 20:46:03+00:00,Green Elaichi,GM,4.0,0.004,Kg,GM,1000
2023-11-07,TEA,1.0,2023-11-07 19:52:53+00:00,Green Elaichi,GM,4.0,0.004,Kg,GM,1000
2023-12-20,TEA,1.0,2023-12-20 20:05:22+00:00,Green Elaichi,GM,4.0,0.004,Kg,GM,1000
2024-06-12,TEA,1.0,2024-06-12 19:09:55+00:00,Green Elaichi,GM,4.0,0.004,Kg,GM,1000
2024-05-08,TEA,1.0,2024-05-08 19:03:09+00:00,Green Elaichi,GM,4.0,0.004,Kg,GM,1000
2023-11-25,Naan,1.0,2023-11-26 01:01:14+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2023-09-02,Naan,1.0,2023-09-02 15:02:03+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2023-08-23,Naan,1.0,2023-08-23 22:14:12+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2023-09-18,Naan,3.0,2023-09-18 21:48:53+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2024-05-24,Naan,4.0,2024-05-25 00:40:12+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2024-01-26,Naan,2.0,2024-01-26 23:26:34+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2024-03-03,Naan,4.0,2024-03-03 23:15:05+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2023-10-16,Naan,1.0,2023-10-17 00:05:20+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2023-07-12,Naan,1.0,2023-07-12 22:44:16+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2023-07-12,Naan,1.0,2023-07-12 22:41:05+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2024-04-12,Naan,1.0,2024-04-12 22:33:28+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2023-12-26,Naan,1.0,2023-12-26 23:02:17+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2024-01-24,Naan,2.0,2024-01-24 23:03:28+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2024-01-24,Naan,1.0,2024-01-24 22:21:59+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2023-11-14,Naan,1.0,2023-11-14 21:54:35+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2023-11-25,Naan,4.0,2023-11-26 00:09:28+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2024-04-20,Naan,1.0,2024-04-20 15:53:14+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2023-11-22,Naan,1.0,2023-11-22 22:56:13+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2023-11-23,Naan,2.0,2023-11-23 14:34:40+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2024-05-26,Naan,1.0,2024-05-26 21:17:20+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2023-11-12,Naan,1.0,2023-11-12 14:36:26+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2023-11-10,Naan,1.0,2023-11-11 00:56:44+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2024-04-18,Naan,1.0,2024-04-18 22:47:01+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2023-12-16,Naan,1.0,2023-12-16 15:49:37+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2023-09-03,Naan,1.0,2023-09-03 22:41:30+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2023-12-09,Naan,1.0,2023-12-09 22:38:09+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2024-02-10,Naan,1.0,2024-02-10 23:42:43+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2023-09-27,Naan,5.0,2023-09-28 00:46:19+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2023-07-04,Naan,2.0,2023-07-04 22:25:51+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2024-04-06,Naan,4.0,2024-04-06 22:06:31+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2023-12-27,Naan,1.0,2023-12-27 22:26:53+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2023-08-15,Naan,1.0,2023-08-15 22:39:56+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2023-07-09,Naan,1.0,2023-07-09 21:50:33+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2023-10-21,Naan,1.0,2023-10-21 22:57:37+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2023-07-18,Naan,1.0,2023-07-18 20:36:12+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2024-04-27,Naan,5.0,2024-04-28 01:35:45+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2024-01-06,Naan,3.0,2024-01-07 00:08:04+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2023-08-27,Naan,6.0,2023-08-27 14:49:02+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2024-02-25,Naan,1.0,2024-02-25 22:56:10+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2024-05-04,Naan,1.0,2024-05-04 14:42:23+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2023-10-23,Naan,1.0,2023-10-24 00:51:11+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2024-01-20,Naan,1.0,2024-01-20 15:58:08+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2024-04-11,Naan,1.0,2024-04-11 22:44:01+00:00,Eggs,GM,20.0,20.0,PCS,PCS,1
2024-01-06,Naan,4.0,2024-01-06 22:12:39+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2023-08-08,Naan,1.0,2023-08-08 21:49:07+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2024-06-01,Naan,1.0,2024-06-02 00:20:21+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2024-04-06,Naan,1.0,2024-04-07 00:04:26+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2023-10-04,Naan,2.0,2023-10-04 22:32:41+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2023-07-07,Naan,1.0,2023-07-07 23:01:26+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2024-04-27,Naan,1.0,2024-04-27 23:19:19+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2024-04-21,Naan,1.0,2024-04-21 21:57:03+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2024-03-09,Naan,1.0,2024-03-10 01:12:44+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2023-11-12,Naan,1.0,2023-11-12 14:36:26+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2023-08-28,Naan,1.0,2023-08-28 22:05:12+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2023-07-26,Naan,1.0,2023-07-26 21:29:08+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2024-04-25,Naan,3.0,2024-04-25 23:53:58+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2023-07-16,Naan,1.0,2023-07-16 21:50:34+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2024-01-27,Naan,2.0,2024-01-27 14:00:52+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2023-10-21,Naan,1.0,2023-10-21 20:47:10+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2023-12-31,Naan,1.0,2023-12-31 22:47:29+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2024-05-09,Naan,1.0,2024-05-09 20:42:12+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2023-12-01,Naan,1.0,2023-12-01 19:37:16+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2024-01-11,Naan,1.0,2024-01-11 21:04:30+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2023-10-28,Naan,1.0,2023-10-29 00:07:17+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2024-01-28,Naan,1.0,2024-01-28 15:32:04+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2023-09-26,Naan,1.0,2023-09-26 22:25:34+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2023-08-07,Naan,1.0,2023-08-07 14:05:16+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2024-03-10,Naan,2.0,2024-03-10 14:28:12+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2024-06-05,Naan,1.0,2024-06-05 23:32:33+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2023-12-23,Naan,2.0,2023-12-23 22:56:29+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2023-10-16,Naan,1.0,2023-10-17 00:05:20+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2024-06-02,Naan,1.0,2024-06-02 12:47:49+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2024-02-23,Naan,5.0,2024-02-23 23:31:33+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2023-12-17,Naan,4.0,2023-12-17 16:44:21+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2024-02-14,Naan,1.0,2024-02-14 20:36:23+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2024-06-03,Naan,2.0,2024-06-03 22:27:45+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2023-10-09,Naan,1.0,2023-10-09 20:08:19+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2023-10-23,Naan,1.0,2023-10-23 23:39:44+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2023-07-23,Naan,1.0,2023-07-23 22:57:44+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2024-01-07,Naan,1.0,2024-01-07 21:42:46+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2023-12-05,Naan,1.0,2023-12-05 22:28:13+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2024-01-16,Naan,1.0,2024-01-16 21:36:13+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2024-04-22,Naan,1.0,2024-04-22 21:58:23+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2023-09-17,Naan,1.0,2023-09-17 21:49:17+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2023-12-31,Naan,1.0,2023-12-31 20:47:15+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2024-04-04,Naan,1.0,2024-04-04 23:55:31+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2024-04-12,Naan,4.0,2024-04-12 15:03:48+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2023-12-28,Naan,1.0,2023-12-28 21:15:42+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2023-08-23,Naan,1.0,2023-08-23 22:14:12+00:00,Maida,GM,150.0,0.15,Kg,GM,1000
2024-02-11,Naan,1.0,2024-02-11 14:57:07+00:00,Sugar,GM,3.0,0.003,Kg,GM,1000
2023-09-01,Naan,2.0,2023-09-01 19:39:38+00:00,Sugar,GM,3.0,0.003,Kg,GM,1000
2024-05-02,Naan,1.0,2024-05-02 22:57:42+00:00,Sugar,GM,3.0,0.003,Kg,GM,1000
2024-04-05,Naan,1.0,2024-04-05 15:17:01+00:00,Sugar,GM,3.0,0.003,Kg,GM,1000
2023-09-21,Naan,1.0,2023-09-21 23:05:02+00:00,Sugar,GM,3.0,0.003,Kg,GM,1000
2023-12-31,Naan,1.0,2023-12-31 20:47:15+00:00,Sugar,GM,3.0,0.003,Kg,GM,1000
2024-05-12,Naan,1.0,2024-05-12 16:05:01+00:00,Sugar,GM,3.0,0.003,Kg,GM,1000
2023-09-17,Naan,3.0,2023-09-17 21:16:36+00:00,Sugar,GM,3.0,0.003,Kg,GM,1000
2024-03-02,Naan,1.0,2024-03-02 23:39:28+00:00,Sugar,GM,3.0,0.003,Kg,GM,1000
2023-09-08,Naan,1.0,2023-09-08 21:09:42+00:00,Sugar,GM,3.0,0.003,Kg,GM,1000
2023-08-27,Naan,2.0,2023-08-27 15:53:04+00:00,Sugar,GM,3.0,0.003,Kg,GM,1000
2024-05-04,Naan,1.0,2024-05-04 14:42:23+00:00,Sugar,GM,3.0,0.003,Kg,GM,1000
2024-05-26,Naan,1.0,2024-05-26 21:17:20+00:00,Sugar,GM,3.0,0.003,Kg,GM,1000
2024-05-18,Naan,1.0,2024-05-18 15:35:39+00:00,Sugar,GM,3.0,0.003,Kg,GM,1000
2023-12-11,Naan,1.0,2023-12-11 22:50:28+00:00,Sugar,GM,3.0,0.003,Kg,GM,1000
2024-03-08,Naan,1.0,2024-03-08 15:55:58+00:00,Sugar,GM,3.0,0.003,Kg,GM,1000
2024-02-11,Naan,2.0,2024-02-11 14:18:28+00:00,Sugar,GM,3.0,0.003,Kg,GM,1000
2023-10-18,Naan,1.0,2023-10-18 23:56:15+00:00,Sugar,GM,3.0,0.003,Kg,GM,1000
2024-05-14,Naan,1.0,2024-05-14 22:58:09+00:00,Sugar,GM,3.0,0.003,Kg,GM,1000
2024-06-02,Naan,1.0,2024-06-02 12:47:49+00:00,Sugar,GM,3.0,0.003,Kg,GM,1000
2023-08-01,Naan,1.0,2023-08-01 14:48:33+00:00,Sugar,GM,3.0,0.003,Kg,GM,1000
2023-09-23,Naan,2.0,2023-09-23 14:48:35+00:00,Sugar,GM,3.0,0.003,Kg,GM,1000
2023-08-15,Naan,1.0,2023-08-15 15:41:34+00:00,Sugar,GM,3.0,0.003,Kg,GM,1000
2023-07-29,Naan,2.0,2023-07-29 22:22:11+00:00,Sugar,GM,3.0,0.003,Kg,GM,1000
2023-10-10,Naan,1.0,2023-10-10 14:51:07+00:00,Sugar,GM,3.0,0.003,Kg,GM,1000
2023-12-16,Naan,1.0,2023-12-17 00:13:18+00:00,Sugar,GM,3.0,0.003,Kg,GM,1000
2023-09-29,Naan,1.0,2023-09-30 00:11:20+00:00,Sugar,GM,3.0,0.003,Kg,GM,1000
2024-06-03,Naan,1.0,2024-06-03 22:12:26+00:00,Sugar,GM,3.0,0.003,Kg,GM,1000
