Record_Type,Timestamp,Invoice_No_,Staff,Settled_By,Total_Sales,Total_Discount,Percentage,Reason,Area,Table_No_,Items
Detail,2023-07-05 15:41:14+00:00,1171,SK,,11820.0,1182.0,10.0,,Dine in,15,"ALOO PARATHA,ANGOORI RABDI,Burnt Garlic Soup (VEG),Butter Naan,Butter Paratha,Cheese Garlic Bread,DAL KHICHDI,DIET COKE,KULFI RABDI FALOODA,Manchow Soup (VEG),Murg Makhanwala,PANEER TIKKA,Paneer Ke Shikanje,Stir Fried Chicken Chilly & Basil,Subzi Lahori,Sweet Corn Soup (CHICKEN),Veg Sweet Corn Soup,Virgin Mojito"
Detail,2023-07-19 21:36:37+00:00,2012,SK,,19125.0,1912.5,10.0,,Dine in,20,"Butter Naan,Cheese Garlic Bread,Chicken Kebabs (Chicken Angare),Chicken Kebabs (Murg Lalwari),DAL KHICHDI,Exotic Stir Fried Vegetable,FRESH LIME SODA,GULAB JAMUN,KULFI RABDI FALOODA,MALAI KULFI,Multani Murgh,Mushroom Galauti,OMELETTE,Paratha Plain,Plain Curd,Pompfret (800 GMS),Prawns  REG,Roti,Soda,VANILLA ICE CREAM,VEG SHEEK KABAB,Virgin Mojito,Virgin Toddy"
Detail,2024-01-25 15:41:56+00:00,13914,Multiple,,10150.0,1015.0,10.0,,Dine in,20,"Amritsari Dal,Basmati Rice,Bhara Hua Aloo,Crispy Spinach Paneer,Mushroom Paneer Babycorn In Red Chilli Flakes,ROASTED MASALA PAPAD,Shirely Temple,Sour & Pepper Soup (VEG),Spice Guava,Sweet Corn Soup (VEG),THAI CURRY GREEN (VEG),Tom Yum Soup (VEG),Virgin Colada"
Detail,2023-10-18 15:17:30+00:00,7470,Multiple,,10760.0,1076.0,10.0,,Dine in,9,"Butter Naan,Cottage Cheese With Three Peppers,Dum Pukht Biryani (VEG),FRESH LIME SODA,Juices Fresh,MASALA CHAAS,Mushroom Galauti,Neer Dosa(4pc),Paratha Stuffed,Shirely Temple,Subzi Kofta Masala,Vegetable Gassi,Virgin Colada"
Detail,2023-07-12 23:53:16+00:00,422,SK,,5160.0,774.2,15.003875968992247,,Dine in,9,"CHIVAS REGAL,CORONA,GREY GOOSE"
Detail,2024-01-15 21:38:01+00:00,13368,Multiple,,8335.0,1667.0,20.0,,Dine in,9,"ALOO JEERA,Basmati Rice,Butter Paratha,Dal Tadka,Hara Bhara Kabab,Lemon Coriander Soup (VEG),Manchow Soup (VEG),Methi Malai Mutter,Paneer Baby Corn Water Chesnut Brocoli In Sambal Sauce,Paratha Stuffed,ROASTED MASALA PAPAD,Roti,SHORBA (Palak),Sweet Corn Soup (VEG)"
Detail,2024-03-17 22:21:25+00:00,17153,MK,,10760.0,2152.0,20.0,,Dine in,30,"Basmati Rice,Burnt Garlic Soup (VEG),Butter Kulcha,Butter Paratha,Butter Roti,Crispy Spinach Paneer,Dal Tadka,GULAB JAMUN,Hara Bhara Kabab,Lemon Coriander Soup (VEG),MALAI KULFI,Manchow Soup (VEG),Phalguni Sabzi,Pindi Chana,ROASTED PAPAD,Raita,Subzi Kofta Masala,TANDOORI BROCCOLI,VEG CRISPY,Virgin Colada"
Detail,2023-12-30 23:21:36+00:00,12256,MK,,7755.0,1551.0,20.0,,Personal Dine In Room,PDR 3,"Basmati Rice,Coastal Prawns REG,Dal Tadka,FRESH LIME SODA,Malabari Paratha (1pc),Manchow Soup (VEG),Neer Dosa(4pc),Paneer Ke Shikanje,Roti,Spicy Crab Soup,THUMPS UP,Tandoori Platter (NON-VEG)"
Detail,2023-11-23 22:40:43+00:00,9849,MK,,4040.0,808.0,20.0,,Dine in,2,"BUTTER GARLIC NAAN,Basmati Rice,Dragon Roll (CHICKEN),PEPSI,Stir Fried Chicken Chilly & Basil,Tawa Chicken,WONTON (CHICKEN)"
Detail,2024-02-16 22:40:14+00:00,15337,SM,,5110.0,1022.0,20.0,,Dine in,2,"Brown Rice,Neer Dosa(4pc),Plain Curd,Prawns  REG,Tandoori Rawas"
Detail,2023-12-13 14:40:24+00:00,11141,Multiple,,5390.0,808.9999999999998,15.009276437847861,,Dine in,15,"Assorted Stir Fried Vegetable Salt & Pepper,FRESH LIME SODA,FUTCHI RICE (VEG),Jal Jeera,KULFI RABDI FALOODA,Lemon Coriander Soup (VEG),Lemon Ice Tea,Manchow Soup (CHICKEN),Manchow Soup (VEG),Paneer Ke Shikanje,Stir Fried Chicken Chilly & Basil"
Detail,2023-12-28 15:04:56+00:00,12090,Multiple,,12485.0,1873.4999999999995,15.006007208650376,,Dine in,15,"Butter Naan,CARAMEL CUSTARD(EGG LESS),CREAM CARAMEL,Crispy Spinach Paneer,Dim Sum (VEG),FUTCHI RICE (VEG),Juices Fresh,Juices Natural,MALAI KULFI,Manchow Soup (VEG),Murg Tikka Nawabi,Neer Dosa(4pc),Pompfret (500 GMS),Sour & Pepper Soup (VEG),Steam Chicken With Stir Fried Vegetables,Subzi Lahori,Sweet Corn Soup (CHICKEN),THUMPS UP"
Detail,2024-01-12 15:05:20+00:00,13096,Multiple,,9420.0,942.0,10.0,,Dine in,30,"Coastal Rawas (Koliwada),Exotic Stir Fried Vegetable,Lemon Coriander Soup (VEG),Manchow Soup (CHICKEN),Neer Dosa(4pc),Paratha Stuffed,Raita,Spicy Crab Soup,Vegetable Gassi"
Detail,2024-03-08 15:20:58+00:00,16539,TD,,3245.0,324.5,10.0,,Dine in,16,"Cheese & Garlic Naan,Chicken Kebabs (Chicken Malai),FRESH LIME SODA,Garlic Bread,HOT POT RICE (VEG),Lemon Coriander Soup (VEG),Spicy Crab Soup"
Detail,2024-03-31 15:24:02+00:00,5209,SM,,1100.0,220.0,20.0,,Dine in,12,BACARDI LEMON
Detail,2023-09-09 15:48:48+00:00,5194,SM,,5215.0,1564.5,30.0,,Dine in,4,"APPLE PIE WITH HOT CUSTARD,Chicken Kebabs (Murg Lalwari),DIET COKE,FUTCHI RICE (VEG),Lemon Coriander (VEG),PANEER CHILLY DRY,Rawas (Chinese)"
Detail,2023-09-30 22:15:14+00:00,6366,Multiple,,4985.0,1495.5,30.0,,Dine in,15,"BURNT GARLIC RICE (VEG),Chicken Kebabs (Murg Lalwari),Cottage Cheese With Three Peppers,Dum Pukht Biryani (CHICKEN),Exotic Hot Pot Vegtable,FRESH LIME SODA,Hara Bhara Kabab"
Detail,2023-11-18 22:31:47+00:00,2620,SK,,4500.0,900.0,20.0,,Dine in,15,VS
Detail,2023-12-20 22:43:38+00:00,11579,MK,,4865.0,1459.5,30.0,,Dine in,3,"Chicken Kebabs (Patra Chicken),FORTUNE RICE (VEG),Prawns (100 GMS),TOMATO SOUP,VEG MANCHURIAN DRY"
Detail,2023-12-04 21:10:43+00:00,10594,Multiple,,14530.0,4359.0,30.0,,Personal Dine In Room,PDR 3,"BUTTER GARLIC NAAN,Blue Sea,Chicken Kebabs (Chicken Malai),Chicken Kebabs (Chicken Reshmi),Chicken Kebabs (Patra Chicken),Crispy Corn,Dingri Lasooni,Fruit Punch,Ginger Bliss,HOT FUDGE NUT SUNDAE,Murg Makhanwala,PEPSI,Pompfret (800 GMS),SEVEN UP,STRAWERRY ICE CREAM,TIRAMISU,Tofu,babycorn,mushroom,broccoli In Lemon & Paper Sauce,Tom Kha Soup (CHICKEN),Virgin Mojito"
Detail,2023-08-23 14:51:37+00:00,4183,Multiple,,3425.0,1027.5,30.0,,Dine in,2,"Chicken Kebabs (Murg Nawabi Sheekh),FRESH LIME WATER,Neer Dosa(4pc),Prawns (100 GMS),Sol Kadi"
Detail,2023-08-27 22:34:38+00:00,4507,Multiple,,6685.0,2005.5,30.0,,Dine in,16,"HOT POT RICE (VEG),Kung Pao Patato,Manchow Soup (VEG),Paneer Baby Corn Water Chesnut Brocoli In Sambal Sauce,Pompfret (800 GMS),Sweet Corn Soup (CHICKEN)"
Detail,2024-03-29 23:51:27+00:00,17781,TD,,10160.0,5080.0,50.0,,Dine in,16,"BUTTER GARLIC NAAN,Chicken Kebabs (Chicken Angare),FRESH LIME SODA,Lemon Ice Tea,MALAI KULFI,Malabari Paratha (1pc),Pompfret (800 GMS),Prawns (100 GMS),Roomali Roti,Stir Fried Chicken Chilly & Basil"
Detail,2023-12-03 01:08:32+00:00,10466,Multiple,,18745.0,4686.7,25.002400640170713,,Personal Dine In Room,PDR 3,"Burnt Garlic Soup (SEA FOOD),CHICKEN TIKKA (Jamaican),Chinese Surmai,Coastal Surmai (Tawa Fry),DIET COKE,FRIED RICE (CHICKEN),FUTCHI RICE (CHICKEN),Ghee Rice,Lemon Fizz,Manchow Soup (CHICKEN),Prawns  REG,Spice Guava,Spicy Crab Soup,Spicy Malaysian Noodles"
Detail,2023-11-08 15:24:53+00:00,8818,SK,,1440.0,216.1,15.006944444444445,,Dine in,30,"DAL KHICHDI,FUTCHI RICE (VEG)"
Detail,2023-09-01 00:18:09+00:00,4721,Multiple,,9805.0,2941.5,30.0,,Garden Table,G 2,"ANGOORI RABDI,Butter Kulcha,CHICKEN TIKKA (Pahadi),CREAM CARAMEL,Cheese Cherry Pineapple,DAL KHICHDI,Dingri Lasooni,Dum Pukht Biryani (VEG),MILLENNIUM KULFI,Manchow Soup (CHICKEN),PANEER TIKKA,Paneer Ke Shikanje,Pindi Chana,ROASTED PAPAD,Rawas (Tawa Fry),Spicy Crab Soup"
Detail,2024-02-18 15:33:03+00:00,15449,TD,,2990.0,598.0,20.0,,Dine in,16,"Butter Roti,Diwani Handi,Neer Dosa(4pc),Roti,Vegetable Gassi"
Detail,2023-10-28 00:16:29+00:00,8100,SM,,2695.0,539.0,20.0,,Dine in,16,"Dim Sum (CHICKEN),FRESH LIME SODA,FUTCHI RICE (CHICKEN),Neer Dosa(4pc),Paneer Ke Shikanje"
Detail,2024-03-16 15:18:48+00:00,17030,SM,,20065.0,4013.0,20.0,,Garden Table,G 2,"BROWNIE SUNDAE,Blue Sea,CREAM CARAMEL,Cheeese Naan,Chicken Hunan,Dim Sum (VEG),FRESH LIME SODA,FRIED RICE (CHICKEN),FRIED RICE (Egg),GAJAR HALWA,HOT POT RICE (VEG),KUNG PAO PANEER,Kung Pao Chicken,MALAI KULFI,MANGO KULFI,MILK SHAKE,Manchow Soup (VEG),Murg Makhanwala,Pompfret (500 GMS),Roast Lamb In Black Peper,SAHI GULAB KULFI,Sour & Pepper Soup (CHICKEN),Sweet Corn Soup (CHICKEN),Virgin Colada"
Detail,2024-03-31 15:23:57+00:00,17866,SM,,3455.0,691.0,20.0,,Dine in,12,"Appam (2pc),Burnt Garlic Soup (VEG),Prawns  REG,Vegetable Gassi"
Detail,2023-12-10 16:11:33+00:00,10959,TB,,4945.0,989.0,20.0,,Dine in,3,"CHICKEN GHEE ROAST,Coastal Surmai (Tawa Fry),Neer Dosa(4pc),Pompfret (500 GMS)"
Detail,2024-03-17 00:12:53+00:00,17085,MK,,8260.0,1652.0,20.0,,Dine in,4,"ANGOORI RABDI,Dim Sum (VEG),FRESH LIME SODA,Kung Pao Patato,Lemon Coriander Soup (VEG),MILLENNIUM KULFI,Manchow Soup (CHICKEN),Mushroom Galauti,Neer Dosa(4pc),Paratha Stuffed,Pompfret (500 GMS),THUMPS UP,Vegetable Gassi"
Detail,2023-12-08 23:40:07+00:00,10826,SK,,5105.0,1021.0,20.0,,Dine in,3,"BUTTER GARLIC NAAN,CHICKEN GHEE ROAST,Chinese Prawns (100 GMS),Coastal Surmai (Tawa Fry),Dal Tadka,SEVEN UP"
Detail,2024-02-07 23:09:58+00:00,4222,Multiple,,975.0,146.3,15.005128205128207,,Dine in,30,ABSOLUT
Detail,2023-11-08 14:26:56+00:00,8813,TD,,4745.0,474.5,10.0,,Dine in,3,"Chicken Kebabs (Chicken Angare),Kung Pao Patato,Neer Dosa(4pc),Prawns (100 GMS),SZECHWAN FRIED RICE (VEG),Shirely Temple"
Detail,2023-10-08 15:00:59+00:00,6875,MK,,8165.0,2449.5,30.0,,Dine in,14,"Butter Naan,Chicken Pepper Chilly Garlic,Cottage Cheese With Three Peppers,Crispy Corn,Dim Sum (CHICKEN),FRIED RICE (Egg),Juices Natural,Murg Makhanwala,Prawns  REG,Virgin Mojito,WONTON (CHICKEN)"
Detail,2023-10-11 00:56:14+00:00,7045,Multiple,,3750.0,1125.0,30.0,,Dine in,3,"Butter Roomali Roti,Chicken Kebabs (Chicken Angare),Crispy Spinach Chicken,Hari Subzi Aur Makai Ki Sheek,Nalli Kashmiri Rogan,Roomali Roti,THUMPS UP"
Detail,2023-12-28 00:09:36+00:00,12086,TD,,3167.5,950.3,30.001578531965272,,Dine in,2,"BUTTER PUDINA PARATHA,Lemon Coriander Soup (VEG),Manchow Soup (CHICKEN),Paneer Khurchan,Subzi Kurkure Kebab,Virgin Mojito"
Detail,2023-11-12 14:40:00+00:00,9071,SK,,8090.0,2427.0,30.0,,Dine in,2,"BROWNIE SUNDAE,Butter Naan,CHOCOLATE FONDUE CAKE,Cottage Cheese & Mushroom In Black Bean Sauce,Dragon Roll (VEG),Exotic Stir Fried Vegetable,FRESH LIME SODA,FRIED RICE (VEG),HAKKA NOODLES (VEG),Lemon Coriander (VEG),PANEER MAKHANWALA,Sour & Pepper Soup (VEG),VEG MANCHURIAN DRY,Virgin Mojito"
Detail,2023-09-02 21:45:22+00:00,4817,Multiple,,17080.0,1708.0,10.0,,Garden Table,G 2,"Amritsari Dal,Butter Kulcha,Butter Naan,Butter Roti,DAL KHICHDI,FRIED RICE (VEG),Hara Bhara Kabab,Jeera Rice,Kung Pao Patato,Lemon Ice Tea,Manchow Soup (VEG),PANEER CHILLY DRY,Paneer Khurchan,Roomali Roti,Roti,Subzi Kofta Masala,Sweet Corn Soup (VEG),THUMPS UP"
Detail,2024-02-11 01:40:06+00:00,14959,TB,,6355.0,953.7,15.007081038552322,,PARTY,CRS 2,"ASSORTED COOKIES,COFFEE,Fruit Punch,Juices Fresh,Red Bull,Virgin Colada,Virgin Mojito"
Detail,2023-12-09 22:15:17+00:00,10897,Multiple,,4375.0,875.0,20.0,,Garden Table,G 1,"ALOO JEERA,BROWNIE SUNDAE,Dal Tadka,Jeera Rice,Kung Pao Patato,Lemon Coriander Soup (VEG),Paneer Ke Shikanje,Papad Masala"
Detail,2023-07-02 14:32:15+00:00,262,MK,,1000.0,150.0,15.0,,Dine in,2,HOUSEWINE-IMPORTED RED
Detail,2023-07-12 15:44:01+00:00,410,SK,,2000.0,300.0,15.0,,Dine in,21,Sangria (IMPORTED)
Detail,2023-07-12 23:41:12+00:00,420,SM,,4465.0,669.8,15.001119820828668,,Personal Dine In Room,PDR 3,"AMRUT - AMALGAM,KINGFISHER ULTRA"
Detail,2023-08-19 22:34:14+00:00,3957,SK,,2715.0,271.5,10.0,,Dine in,21,"GULAB JAMUN,KESAR PISTA KULFI,Peshawari Kofta,Roti,Tawa Chicken,VANILLA ICE CREAM"
Detail,2023-07-30 15:36:16+00:00,2604,Multiple,,10965.0,1096.5,10.0,,Dine in,30,"ANGOORI RABDI,Amritsari Dal,Brocoli,babycorn Mushroom Sizzle Chilly,Butter Roti,Chilly Crispy Patato,Diwani Handi,GULAB JAMUN,KULFI RABDI FALOODA,Lemon Coriander (VEG),Manchow Soup (VEG),Pompfret (500 GMS),Roti,Sea Food Dum Biryani,Spicy Crab Soup,Virgin Colada"
Detail,2023-07-12 15:49:24+00:00,1551,Multiple,,1380.0,138.0,10.0,,Dine in,1,"MOONGDAL HALWA,PALAK PANEER,Roti"
Detail,2024-03-09 14:10:23+00:00,16580,TD,,7690.0,1922.8,25.003901170351106,,Dine in,30,"Basmati Rice,Butter Kulcha,Butter Naan,Butter Roti,Dal Tadka,GULAB JAMUN,Paneer Lawabdar,Phalguni Sabzi,Plain Curd,ROASTED MASALA PAPAD,VANILLA ICE CREAM"
Detail,2023-11-26 22:48:07+00:00,2756,TB,,1195.0,179.3,15.00418410041841,,Dine in,14,"ABSOLUT,JAMESON"
Detail,2023-09-03 22:45:50+00:00,1316,Multiple,,2215.0,332.3,15.002257336343115,,Personal Dine In Room,PDR 1,"KINGFISHER ULTRA,Sul Zinfandel Rose"
Detail,2023-09-17 15:46:49+00:00,1544,SM,,465.0,69.8,15.010752688172044,,Dine in,1,HEINEKEN
Detail,2023-09-01 23:21:14+00:00,1284,Multiple,,930.0,139.6,15.010752688172044,,Garden Table,G 3,HEINEKEN
Detail,2023-09-30 23:27:54+00:00,1724,MK,,465.0,69.8,15.010752688172044,,Garden Table,G 4,KINGFISHER ULTRA
Detail,2024-01-25 14:32:00+00:00,13908,Multiple,,15730.0,1573.0,10.0,,Dine in,10,"Amritsari Dal,Butter Paratha,Diwani Handi,Exotic Stir Fried Vegetable,KULFI RABDI FALOODA,Kung Pao Patato,Manchow Soup (VEG),Methi Roti,PANEER CHILLY DRY,Raita,Roti,TOMATO SOUP,Veg Sweet Corn Soup"
Detail,2023-12-03 22:29:10+00:00,10548,SM,,5635.0,1127.0,20.0,,Dine in,10,"FRESH LIME SODA,HAKKA NOODLES (VEG),Pompfret (500 GMS),Prawns (100 GMS)"
Detail,2023-12-12 22:12:49+00:00,11112,SM,,6250.0,1250.0,20.0,,Garden Table,G 5,"Burnt Garlic Soup (CHICKEN),CREAM CARAMEL,Chicken Kebabs (Chicken Angare),FRESH LIME SODA,Rawas (Tawa Fry)"
Detail,2024-02-11 15:13:03+00:00,14983,TD,,20950.0,4190.0,20.0,,Garden Table,G 4,"Chicken Kebabs (Murg Lalwari),Crispy Corn,Dragon Roll (VEG),FRESH LIME SODA,Ginger Bliss,HOT POT RICE (CHICKEN),HOT POT RICE (VEG),Mushroom Galauti,Pepper Blast Paneer,Prawns (100 GMS),Tonic Water,Veg Cheesy Roll"
Detail,2024-01-13 23:57:27+00:00,3773,TB,,44125.0,27725.0,62.8328611898017,,Dine in,B 2,"BLACK LABEL,BOMBAY SAPPHIRE,GREY GOOSE"
Detail,2023-08-19 22:34:15+00:00,1044,SK,,4500.0,450.0,10.0,,Dine in,21,GLENLIVET -15 YEARS
Detail,2024-01-26 00:24:35+00:00,4009,TB,,33750.0,20300.0,60.148148148148145,,Dine in,B 2,"ABSOLUT,BALLANTINES,CAPTAIN MORGAN (BLACK)"
Detail,2024-01-01 01:02:29+00:00,3509,UP,,6875.0,1375.0,20.0,,Dine in,B 1,BLENDER'S PRIDE
Detail,2024-01-27 23:25:08+00:00,4032,Multiple,,9375.0,1875.0,20.0,,Personal Dine In Room,PDR 1,TEACHER'S 50
Detail,2024-01-21 00:36:23+00:00,3919,TD,,16125.0,3225.0,20.0,,Dine in,B 2,CHIVAS REGAL
Detail,2023-11-10 15:49:31+00:00,2431,MK,,16125.0,3225.0,20.0,,Garden Table,G 1,CHIVAS REGAL
Detail,2024-01-21 23:07:51+00:00,3942,TB,,68000.0,41700.0,61.3235294117647,,Dine in,B 2,"CHIVAS REGAL -18 YEARS,GOLD LABEL,TANQUERAY"
Detail,2023-08-01 14:47:22+00:00,2717,SK,,9675.0,967.5,10.0,,Dine in,14,"APPLE PIE WITH HOT CUSTARD,CLEAR SOUP (VEG),Chicken Kebabs (Chicken Malai),Dal Tadka,FUTCHI RICE (VEG),Lemon Coriander (CHICKEN),Neer Dosa(4pc),Pompfret (600 GMS),Rawas (Gassi),Roti,Subzi Kurkure Kebab,Virgin Toddy"
Detail,2023-09-20 22:29:33+00:00,5872,Multiple,,6190.0,619.0,10.0,,Dine in,15,"Amritsari Dal,Butter Naan,Butter Roti,Crispy Corn,Dim Sum (VEG),Diwani Handi,FRESH LIME SODA,PANEER CHILLY DRY,Paneer Ke Shikanje,Paneer Lawabdar,Roti"
Detail,2023-07-23 14:13:36+00:00,2218,SM,,1530.0,153.0,10.0,,Dine in,21,"Butter Roti,Manchow Soup (VEG),PANEER MAKHANWALA,Roti"
Detail,2024-03-23 20:49:46+00:00,17441,SM,,4465.0,1339.5,30.0,,Garden Table,G 1,"Burnt Garlic Soup (VEG),CHICKEN TIKKA (Jamaican),COFFEE,Chicken Kebabs (Chicken Angare),Dum Pukht Biryani (CHICKEN),Murg Makhanwala,Paneer Ke Shikanje"
Detail,2023-12-11 23:38:34+00:00,11073,Multiple,,8170.0,2451.0,30.0,,Dine in,20,"Chicken Kebabs (Chicken Angare),Crispy Spinach Paneer,Dal Tadka,GARLIC ROTI,GULAB JAMUN,Hari Subzi Aur Makai Ki Sheek,MALAI KULFI,Manchow Soup (VEG),Murg Tikka Nawabi,Phalguni Sabzi,Raita,Roti,Shirely Temple,Stir Fried Chicken Chilly & Basil,Sweet Corn Soup (CHICKEN)"
Detail,2023-08-12 15:16:56+00:00,3448,Multiple,,14845.0,1484.5,10.0,,Garden Table,G 2,"Amritsari Dal,Basmati Rice,Burnt Garlic Soup (CHICKEN),Burnt Garlic Soup (VEG),Butter Kulcha,Butter Naan,Butter Paratha,CLEAR SOUP (CHICKEN),Chilli Chicken,Chilly Basil Mushroom,DIET COKE,Dum Pukht Biryani (CHICKEN),Dum Pukht Biryani (VEG),FRESH LIME SODA,FRESH LIME WATER,Lemon Coriander (VEG),Murg Tikka Nawabi,Paneer Ke Shikanje,Raita,Rawas (Koliwada),Reshmi Paneer,Roti,Subzi Kofta Masala,Subzi Kurkure Kebab,Virgin Mary"
Detail,2024-01-02 14:55:21+00:00,12486,SM,,7740.0,774.0,10.0,,Dine in,30,"BUTTER GARLIC NAAN,BUTTER PUDINA PARATHA,CLEAR SOUP (VEG),Dal Tadka,FRESH LIME SODA,Kung Pao Patato,Lemon Ice Tea,PANEER CHILLY DRY,Phalguni Sabzi,ROASTED MASALA PAPAD,ROASTED PAPAD,Raita,Roti,Sweet Corn Soup (VEG)"
Detail,2024-01-30 23:41:30+00:00,14304,Multiple,,3700.0,740.0,20.0,,Dine in,22,"BURNT GARLIC RICE (VEG),Chicken Kebabs (Murg Grilled),Dingri Lasooni,Spice Corn Ball In Choice Of Sauce,THUMPS UP,Virgin Colada"
Detail,2023-10-11 22:35:49+00:00,7077,Multiple,,4615.0,923.0,20.0,,Dine in,20,"Burnt Garlic Soup (CHICKEN),Chicken Kebabs (Patra Chicken),Chicken Pepper Chilly Garlic,Crispy Corn,Manchow Soup (CHICKEN),Peach Iced Tea,Prawns  REG"
Detail,2024-01-21 22:55:44+00:00,13753,Multiple,,550.0,110.0,20.0,,Dine in,B 3,"FRESH LIME SODA,Virgin Mojito"
Detail,2024-03-03 23:11:14+00:00,16366,TD,,2720.0,544.0,20.0,,Dine in,5,"FUTCHI RICE (CHICKEN),Kung Pao Chicken,Stir Fried Chicken Chilly & Basil,Virgin Mojito"
Detail,2023-10-11 23:25:19+00:00,7091,UP,,365.0,73.0,20.0,,Dine in,21,Virgin Colada
Detail,2024-01-26 23:21:52+00:00,14032,Multiple,,7125.0,1425.0,20.0,,Personal Dine In Room,PDR 2,"Assorted Stir Fried Vegetable Salt & Pepper,BURNT GARLIC RICE (VEG),Burnt Garlic Soup (VEG),Exotic Hot Pot Vegtable,FRESH LIME SODA,MALAYSIAN NOODLES (VEG),Manchow Soup (VEG),Mushroom Galauti,PANEER CHILLY DRY,THUMPS UP"
Detail,2023-12-28 00:28:20+00:00,12087,MK,,3205.0,641.0,20.0,,Dine in,5,"BUTTER GARLIC NAAN,Cheese & Garlic Naan,Chilly Crispy Patato,Dingri Lasooni,Murg Makhanwala,Virgin Colada"
Detail,2024-02-07 15:25:58+00:00,14698,Multiple,,7652.0,765.2,10.0,,Dine in,30,"BUTTER GARLIC NAAN,Butter Paratha,Butter Roti,Dal Tadka,Diwani Handi,Dum Paneer Kalamiri,Kung Pao Patato,Manchow Soup (VEG),Paneer Ke Shikanje,Plain Curd,Raita,Roomali Roti,Tom Kha Soup (VEG)"
Detail,2024-03-16 15:18:52+00:00,4967,SM,,595.0,119.0,20.0,,Garden Table,G 2,CORONA
Detail,2023-07-21 15:41:12+00:00,2094,TD,,4735.0,1420.5,30.0,,Dine in,15,"BUTTER GARLIC NAAN,Butter Paratha,Butter Roti,Chicken Kebabs (Murg Bemisal),Dim Sum (CHICKEN),Methi Paneer,Murg Makhanwala,Sour & Pepper Soup (CHICKEN)"
Detail,2024-02-07 14:58:38+00:00,14697,Multiple,,9895.0,989.5,10.0,,Dine in,20,"Basmati Rice,Cheese Aur Subz Ki Sheek,FRESH LIME SODA,FRESH LIME WATER,Fragrance Rice (VEG),Manchow Soup (VEG),Paneer Ke Shikanje,THAI CURRY GREEN (VEG),VEG CRISPY"
Detail,2023-12-04 22:50:28+00:00,10612,TB,,1132.5,339.8,30.004415011037526,,Dine in,12,"Burnt Garlic Soup (VEG),Prawns  REG,ROASTED PAPAD"
Detail,2023-11-11 01:10:11+00:00,8979,Multiple,,8445.0,2533.5,30.0,,Dine in,16,"CHOCOLATE FONDUE CAKE,Chicken Kebabs (Chicken Angare),Chilly Crispy Patato,Coastal Prawns REG,Coastal Surmai (Tawa Fry),FRIED RICE (VEG),GULAB JAMUN,Lemon Fizz,Manchow Soup (VEG),THUMPS UP,TIRAMISU,Veg Cheesy Roll,Virgin Mojito"
Detail,2023-12-11 23:49:28+00:00,11077,TB,,2560.0,768.0,30.0,,Dine in,4,"Dum Pukht Biryani (MUTTON),Neer Dosa(4pc),Prawns  REG"
Detail,2024-01-14 15:15:26+00:00,13248,MK,,8005.0,2401.5,30.0,,Dine in,9,"Chinese Rawas,Crispy Corn,Crispy Spinach Paneer,Exotic Stir Fried Vegetable,FRIED RICE (Egg),Juices Natural,Murg Makhanwala,Prawns  REG,Stir Fried Chicken Chilly & Basil,Virgin Margarita"
Detail,2023-11-08 22:17:50+00:00,8833,TD,,7340.0,2202.0,30.0,,Dine in,1,"Basmati Rice,Chicken Kebabs (Chicken Angare),Coastal Surmai (Tawa Fry),Neer Dosa(4pc),Pompfret (500 GMS),Prawns  REG,Spicy Crab Soup"
Detail,2023-08-03 23:02:46+00:00,2850,Multiple,,12265.0,3066.800000000001,25.004484304932745,,Dine in,15,"Amritsari Dal,BUTTER GARLIC NAAN,Basmati Rice,Butter Kulcha,Butter Naan,Butter Roomali Roti,Butter Roti,Jeera Rice,Kung Pao Patato,Lemon Coriander (VEG),Manchow Soup (VEG),Paneer Ke Shikanje,Papad Masala,Plain Kulcha,ROASTED PAPAD,Roomali Roti,Roti,Stuffed Kulcha,Subzi Lahori,TOMATO SOUP"
Detail,2023-08-07 23:42:20+00:00,3190,MK,,12950.0,6475.0,50.0,,Personal Dine In Room,PDR 3,"Butter Paratha,Chicken Kebabs (Chicken Angare),Dum Pukht Biryani (VEG),Jeera Rice,MALWANI BOMBIL FRY,Murgh -ka-salan,Papad Masala,Prawns  REG,Roti,Subzi Ka Mela,Virgin Mojito"
Detail,2024-01-22 22:13:36+00:00,3960,Multiple,,2335.0,350.3,15.002141327623127,,Garden Table,G 4,"GREY GOOSE,JIM BEAM"
Detail,2024-03-29 23:51:30+00:00,5190,TD,,1390.0,208.5,15.0,,Dine in,16,MONKEY SHOULDER
Detail,2023-09-06 15:23:41+00:00,5036,TD,,8545.0,854.5,10.0,,Dine in,14,"BUTTER GARLIC NAAN,Basil Garlic Cheesy Potato,Burnt Garlic Soup (CHICKEN),Burnt Garlic Soup (VEG),Chicken Kebabs (Murg Lalwari),Dragon Roll (VEG),Dum Pukht Biryani (VEG),FRESH LIME SODA,Healthy Wealthy Salad,Lemon Coriander (CHICKEN),PANEER TIKKA,Phalguni Sabzi,Virgin Mojito"
Detail,2024-03-31 15:09:08+00:00,17865,TB,,550.0,165.0,30.0,,Dine in,B 1,CAKE HALF KG
Detail,2023-12-12 00:50:41+00:00,3074,SM,,7825.0,1375.1,17.573162939297124,,Dine in,9,"BLENDER'S PRIDE,Budweiser Magnum"
